Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
QQQ,"PowerShares QQQ Trust, Series 1",116.92,$39.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq
BXE,Bellatrix Exploration Ltd,0.86,$204.26M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
HTGZ,"Hercules Capital, Inc.",25.5492,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgz
HBCP,"Home Bancorp, Inc.",29.05,$210.92M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
CMCO,Columbus McKinnon Corporation,16.86,$340.5M,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco
IRS,IRSA Inversiones Y Representaciones S.A.,18.68,$1.08B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/irs
GGE,Guggenheim Enhanced Equity Strategy Fund,16.412,$81.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gge
AVP,"Avon Products, Inc.",5.16,$2.26B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
DIS,Walt Disney Company (The),96.67,$156.84B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dis
ORPN,Bio Blast Pharma Ltd.,1.63,$23.2M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
UIS,Unisys Corporation,10.2,$510.83M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/uis
NOVT,Novanta Inc.,16.31,$561.27M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/novt
CHRS,"Coherus BioSciences, Inc.",29.7,$1.16B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs
CKX,"CKX Lands, Inc.",11.44,$22.22M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ckx
VDTH,Videocon d2h Limited,9.82,$1.03B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/vdth
VKTXW,"Viking Therapeutics, Inc.",0.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktxw
ORI,Old Republic International Corporation,19.36,$5.08B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ori
JCAP,"Jernigan Capital, Inc.",16.78,$103.41M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap
PDCE,"PDC Energy, Inc.",58.87,$2.73B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdce
IDTI,"Integrated Device Technology, Inc.",19.17,$2.56B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
TCCA,Triangle Capital Corporation,25.8004,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcca
RBS^L,Royal Bank Scotland plc (The),25.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^l
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,17.55,$262.45M,2009,n/a,n/a,http://www.nasdaq.com/symbol/gdo
SAIA,"Saia, Inc.",29.86,$752.69M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
NR,"Newpark Resources, Inc.",6.86,$579.8M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nr
ICUI,"ICU Medical, Inc.",126.32,$2.03B,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
VR^A,"Validus Holdings, Ltd.",25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vr^a
GMTA,GATX Corporation,25.67,n/a,2016,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/gmta
EVBS,"Eastern Virginia Bankshares, Inc.",7.5,$98.25M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
CVLT,"CommVault Systems, Inc.",50.69,$2.25B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
LBTYK,Liberty Global plc,30.37,$27.94B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
SPLK,Splunk Inc.,62.57,$8.31B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk
EXTN,Exterran Corporation,13.87,$487.43M,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn
MITT,"AG Mortgage Investment Trust, Inc.",15.89,$443.01M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mitt
ZN,Zion Oil & Gas Inc,1.33,$52.06M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/zn
CNO,"CNO Financial Group, Inc.",15.2,$2.66B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno
UDF,United Development Funding IV,3.2,$98.15M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udf
AGO^E,Assured Guaranty Ltd.,26.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e
BEAV,"B/E Aerospace, Inc.",47.22,$4.8B,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
TWX,Time Warner Inc.,79.16,$61.57B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx
RYI,Ryerson Holding Corporation,13.5,$433.35M,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
PW^A,Power REIT,25.988,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a
GSVC,GSV Capital Corp,5.56,$123.33M,2011,n/a,n/a,http://www.nasdaq.com/symbol/gsvc
BLDP,"Ballard Power Systems, Inc.",1.89,$296.52M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
EVR,Evercore Partners Inc,52.04,$2.02B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
CBOE,"CBOE Holdings, Inc.",68.3,$5.55B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe
EME,"EMCOR Group, Inc.",56.64,$3.44B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
GPM,Guggenheim Enhanced Equity Income Fund,8.05,$153.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gpm
AA,Alcoa Inc.,10.35,$13.61B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/aa
TWOU,"2U, Inc.",35.15,$1.65B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twou
GCO,Genesco Inc.,68.4,$1.42B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gco
MGRC,McGrath RentCorp,30.88,$738.27M,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
ASTE,"Astec Industries, Inc.",58.53,$1.35B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
PEGA,Pegasystems Inc.,25.43,$1.94B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",15.33,$358M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
IRMD,iRadimed Corporation,17.86,$190.61M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
BANF,BancFirst Corporation,67,$1.04B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
CMU,Colonial Municipal Income Trust,5.05,$142.91M,1987,n/a,n/a,http://www.nasdaq.com/symbol/cmu
IPGP,IPG Photonics Corporation,85.15,$4.52B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
TOWR,"Tower International, Inc.",22.93,$482.74M,2010,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/towr
SF^A,Stifel Financial Corporation,26.53,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a
ABEV,Ambev S.A.,6.13,$96.23B,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev
SSBI,Summit State Bank,13.8968,$66.47M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ssbi
LHCG,LHC Group,39.64,$719.6M,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
FIG,Fortress Investment Group LLC,5.03,$1.94B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig
ROBO,ROBO Global Robotics and Automation Index ETF,26.93,$123.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
BID,Sotheby&#39;s,38.31,$2.24B,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
DISCK,"Discovery Communications, Inc.",24.72,$9.79B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
ERII,"Energy Recovery, Inc.",12.96,$674.63M,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
RWC,RELM Wireless Corporation,5.6,$76.95M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
CDNS,"Cadence Design Systems, Inc.",24.63,$7.2B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns
ATMR,Atomera Incorporated,7.89,$89.34M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atmr
DSS,"Document Security Systems, Inc.",0.1616,$8.38M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/dss
ZAYO,"Zayo Group Holdings, Inc.",28.44,$6.89B,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/zayo
NUW,Nuveen AMT-Free Municipal Value Fund,18.97,$270.79M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nuw
MER^M.CL,"Merrill Lynch & Co., Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^m.cl
VXDN,AccuShares Spot CBOE VIX Down Shares,3.0101,$709248.79,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxdn
SMBK,"SmartFinancial, Inc.",15.37,$89.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smbk
CLC,CLARCOR Inc.,63.39,$3.09B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/clc
IGA,Voya Global Advantage and Premium Opportunity Fund,9.84,$180.6M,2005,n/a,n/a,http://www.nasdaq.com/symbol/iga
GTWN,"Georgetown Bancorp, Inc.",20.3,$37.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gtwn
PBH,"Prestige Brand Holdings, Inc.",49.61,$2.63B,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
JASN,"Jason Industries, Inc.",2.29,$51.29M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
SBCF,Seacoast Banking Corporation of Florida,16.22,$615.1M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
SCKT,"Socket Mobile, Inc.",2.64,$15.35M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt
ELRC,Electro Rent Corporation,15.49,$374.79M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
AFW,"American Financial Group, Inc.",26.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw
MSN,Emerson Radio Corporation,0.695,$18.86M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/msn
YGE,Yingli Green Energy Holding Company Limited,3.97,$72.16M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/yge
ISBC,"Investors Bancorp, Inc.",11.26,$3.59B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
BCOV,Brightcove Inc.,12,$396.83M,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
RNR,RenaissanceRe Holdings Ltd.,117.97,$4.86B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr
RPD,"Rapid7, Inc.",15.65,$656.3M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
STAR^I,iStar Financial Inc.,23.9213,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^i
SBUX,Starbucks Corporation,55.2,$80.96B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,20.99,$6.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
TCPI,TCP International Holdings Ltd.,1.66,$47.16M,2014,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/tcpi
UE,Urban Edge Properties,29.84,$2.97B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/ue
BGG,Briggs & Stratton Corporation,22.59,$978.94M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bgg
IAC,IAC/InterActiveCorp,60.64,$4.8B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
LEA,Lear Corporation,114.06,$8.16B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea
BAC^I,Bank of America Corporation,26.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
EVM,Eaton Vance California Municipal Bond Fund,13.73,$293.7M,2002,n/a,n/a,http://www.nasdaq.com/symbol/evm
NZF,Nuveen Enhanced Municipal Credit Opportunities Fun,16,$2.27B,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf
JHI,John Hancock Investors Trust,17.5993,$153.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi
ZEN,"Zendesk, Inc.",30.95,$2.9B,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/zen
CNSL,"Consolidated Communications Holdings, Inc.",25.72,$1.3B,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
ABDC,Alcentra Capital Corp.,12.36,$166.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc
PCCC,"PC Connection, Inc.",25.55,$677.94M,1998,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/pccc
ROX,"Castle Brands, Inc.",0.9062,$145.5M,2006,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/rox
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,48.301,$210.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdt
SLW,Silver Wheaton Corp,29.75,$13.1B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/slw
FBNC,First Bancorp,18.66,$370.78M,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
MFG,"Mizuho Financial Group, Inc.",3.29,$41.16B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
ADXSW,"Advaxis, Inc.",11.28,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
CY,Cypress Semiconductor Corporation,11.49,$3.58B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
BFS^C,"Saul Centers, Inc.",26.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
GST^A,Gastar Exploration Inc.,11.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gst^a
FITS,The Health and Fitness ETF,26.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fits
SIEN,"Sientra, Inc.",8.16,$147.47M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
XBIT,XBiotech Inc.,15.5,$501.43M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbit
SMSI,"Smith Micro Software, Inc.",0.64,$31.55M,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
CYRX,"CryoPort, Inc.",2.2,$31.4M,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cyrx
TWTR,Twitter,18.68,$13.22B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr
SYMC,Symantec,21.66,$13.33B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc
PML,Pimco Municipal Income Fund II,13.78,$847.25M,2002,n/a,n/a,http://www.nasdaq.com/symbol/pml
ENLC,"EnLink Midstream, LLC",16,$2.88B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
DST,"DST Systems, Inc.",121.34,$3.96B,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
BBDO,Banco Bradesco Sa,9.39,$57.3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
FDEU,First Trust Dynamic Europe Equity Income Fund,16.33,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/fdeu
CIGI,Colliers International Group Inc. ,43.7,$1.63B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi
CYTK,"Cytokinetics, Incorporated",12.26,$486.77M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
TLND,Talend S.A.,25.4,$710.49M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tlnd
PRTA,Prothena Corporation plc,57.1,$1.96B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
CVGI,"Commercial Vehicle Group, Inc.",4.29,$131.36M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
IBKCO,IBERIABANK Corporation,27.22,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco
KMI,"Kinder Morgan, Inc.",20.45,$45.65B,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi
MCD,McDonald&#39;s Corporation,118.31,$100.96B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd
GNE,Genie Energy Ltd.,7.04,$173.39M,2011,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/gne
TPLM,Triangle Petroleum Corporation,0.2616,$19.96M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tplm
BOFI,"BofI Holding, Inc.",17.99,$1.14B,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
PSCU,PowerShares S&P SmallCap Utilities Portfolio,47.17,$148.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscu
BTX,"BioTime, Inc.",3.28,$311.47M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/btx
BBL,BHP Billiton plc,27.23,$72.45B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
SKM,"SK Telecom Co., Ltd.",22.54,$14.34B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
LMCK,Liberty Media Corporation,21.6,$1.81B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmck
PTLA,"Portola Pharmaceuticals, Inc.",26.5,$1.5B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptla
PHH,PHH Corp,15.18,$812.41M,2002,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/phh
CRME,Cardiome Pharma Corporation,3.15,$100.41M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
RSO^A,Resource Capital Corp.,22.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a
AMNB,"American National Bankshares, Inc.",26.4,$227.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
INNL,Innocoll Holdings,5.21,$1.64B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
ATHN,"athenahealth, Inc.",125.8,$4.95B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
GAB^D,"Gabelli Equity Trust, Inc. (The)",26.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^d
BXP,"Boston Properties, Inc.",143.4,$22.04B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp
SCNB,Suffolk Bancorp,33.67,$400.55M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scnb
IPB,"Merrill Lynch & Co., Inc.",27.9092,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb
FES,Forbes Energy Services Ltd,0.1552,$3.45M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fes
QBAK,Qualstar Corporation,4.58,$9.35M,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
CSA,Victory CEMP US Small Cap Volatility Wtd Index ETF,36.12,$1.85B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csa
NYH,Eaton Vance New York Municipal Bond Fund II,14.19,$36.27M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nyh
MSTR,MicroStrategy Incorporated,165.06,$1.89B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
PBSK,"Poage Bankshares, Inc.",18.3,$69.91M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbsk
TXRH,"Texas Roadhouse, Inc.",45.35,$3.19B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh
BSAC,Banco Santander Chile,21.4,$10.08B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
PCLN,The Priceline Group Inc. ,1407.01,$69.54B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln
CLI,Mack-Cali Realty Corporation,27.68,$2.48B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MXL,"MaxLinear, Inc",17.3,$1.09B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
SYRX,Sysorex Global,0.49,$12.31M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/syrx
LRN,K12 Inc,11.35,$443.61M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn
IBA,"Industrias Bachoco, S.A. de C.V.",54.74,$2.74B,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba
GPIAW,GP Investments Acquisition Corp.,0.6948,n/a,2015,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/gpiaw
ROG,Rogers Corporation,57.91,$1.04B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog
STNG,Scorpio Tankers Inc.,5.2,$896.37M,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng
CDR,"Cedar Realty Trust, Inc.",7.61,$649.44M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr
HOLI,"Hollysys Automation Technologies, Ltd.",20.85,$1.23B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/holi
OAKS^A,Five Oaks Investment Corp.,22.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oaks^a
FCLF,First Clover Leaf Financial Corp.,11.9912,$84.01M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fclf
CTG,"Computer Task Group, Incorporated",4.95,$81.01M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
EMXX,Eurasian Minerals Inc.,1.24,$91.68M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/emxx
TEL,TE Connectivity Ltd.,59.46,$21.14B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel
IEX,IDEX Corporation,91.88,$6.99B,1989,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/iex
FNJN,"Finjan Holdings, Inc.",1.7,$38.69M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fnjn
THS,"Treehouse Foods, Inc.",99.31,$5.63B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ths
OGXI,OncoGenex Pharmaceuticals Inc.,0.889,$26.68M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ogxi
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",96.26,$15.54B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
NKTR,Nektar Therapeutics,17.38,$2.38B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nktr
