ZIP,returns,total,farmers
92342,2660.0,155195.0,0.0
92344,7970.0,425362.0,0.0
92345,28730.0,1095534.0,20.0
92346,23250.0,1338907.0,0.0
92347,270.0,9834.0,0.0
92354,9170.0,568911.0,0.0
92356,1810.0,60023.0,0.0
92358,340.0,16445.0,0.0
92359,3610.0,175192.0,30.0
92363,1790.0,69804.0,0.0
92365,660.0,26334.0,0.0
92368,300.0,10235.0,0.0
92371,3560.0,157384.0,40.0
92372,1900.0,95055.0,0.0
92373,15420.0,1354484.0,90.0
92374,16950.0,960702.0,80.0
92376,32800.0,1077431.0,0.0
92377,9670.0,478508.0,0.0
92392,21080.0,876631.0,0.0
92394,11670.0,430268.0,0.0
92395,15810.0,625461.0,0.0
92397,2330.0,160085.0,0.0
92399,22070.0,1305798.0,40.0
92401,640.0,14577.0,0.0
92404,22340.0,756409.0,0.0
92405,11180.0,353307.0,0.0
92407,22650.0,944650.0,0.0
92408,5100.0,166111.0,0.0
92410,17260.0,427231.0,0.0
92411,9660.0,246301.0,0.0
92501,8360.0,337091.0,0.0
92503,35230.0,1669769.0,40.0
92504,22150.0,1037781.0,90.0
92505,19420.0,809463.0,0.0
92506,20290.0,1679523.0,80.0
92507,19190.0,766529.0,0.0
92508,14220.0,1008390.0,0.0
92509,30020.0,1184765.0,40.0
92518,520.0,41627.0,0.0
92530,19700.0,845851.0,0.0
92532,8410.0,508830.0,0.0
92536,1340.0,68777.0,30.0
92539,1500.0,58840.0,30.0
92543,11670.0,363462.0,0.0
92544,16840.0,750306.0,60.0
92545,15330.0,650411.0,20.0
92548,2320.0,77732.0,0.0
92551,12460.0,455740.0,0.0
92553,28000.0,905166.0,0.0
92555,15760.0,820106.0,0.0
92557,21120.0,945153.0,0.0
92561,540.0,39358.0,0.0
92562,25890.0,1836199.0,100.0
92563,24570.0,1501612.0,30.0
92567,3700.0,170204.0,20.0
92570,18870.0,693513.0,40.0
92571,19950.0,725193.0,0.0
92582,5910.0,258872.0,0.0
92583,11170.0,383455.0,0.0
92584,17690.0,1033193.0,40.0
92585,8130.0,415911.0,0.0
92586,9390.0,375273.0,0.0
92587,7070.0,453574.0,0.0
92590,1840.0,188996.0,190.0
92591,16830.0,1081072.0,40.0
92592,30790.0,2412256.0,170.0
92595,13350.0,692662.0,30.0
92596,9220.0,569266.0,30.0
92602,9460.0,981918.0,0.0
92603,8610.0,2015191.0,0.0
92604,12560.0,1024629.0,0.0
92606,9110.0,874267.0,0.0
92610,5020.0,524650.0,0.0
92612,10930.0,1065985.0,0.0
92614,11470.0,1215651.0,0.0
92617,2930.0,315263.0,0.0
92618,12340.0,1468790.0,0.0
92620,20880.0,2306227.0,0.0
92624,3790.0,335848.0,0.0
92625,6580.0,2038063.0,20.0
92626,23850.0,1772507.0,0.0
92627,29240.0,1647704.0,0.0
92629,14020.0,1531990.0,30.0
92630,29790.0,2055814.0,0.0
92637,9650.0,527471.0,0.0
92646,27980.0,2349463.0,20.0
92647,27400.0,1705077.0,0.0
92648,23010.0,2549292.0,30.0
92649,17360.0,1830932.0,30.0
92651,12020.0,3477932.0,30.0
92653,14650.0,1566141.0,0.0
92655,3720.0,122250.0,0.0
92656,23850.0,2228307.0,0.0
92657,4530.0,2251004.0,0.0
92660,16990.0,3723040.0,50.0
92661,1880.0,271974.0,0.0
92662,1540.0,256956.0,0.0
92663,11070.0,1678319.0,30.0
92672,17950.0,1542135.0,20.0
92673,12820.0,1759808.0,0.0
92675,16260.0,1677644.0,30.0
92676,990.0,93228.0,0.0
92677,30800.0,3555784.0,30.0
92679,14490.0,2538896.0,0.0
92683,40920.0,1887629.0,0.0
92688,20570.0,1743540.0,0.0
92691,23460.0,1753519.0,30.0
92692,23080.0,2175900.0,20.0
92694,9440.0,1428718.0,0.0
92701,20270.0,623032.0,0.0
92703,27050.0,779034.0,0.0
92704,38530.0,1365544.0,0.0
92705,20730.0,2181717.0,50.0
92706,15710.0,744062.0,0.0
92707,27030.0,959519.0,0.0
92708,26950.0,2013156.0,0.0
92780,26130.0,1392790.0,0.0
92782,11570.0,1384351.0,0.0
92801,27090.0,999985.0,0.0
92802,17720.0,713243.0,0.0
92804,36230.0,1451300.0,0.0
92805,30090.0,1116876.0,0.0
92806,17840.0,870382.0,0.0
92807,17580.0,1761781.0,0.0
92808,9430.0,995488.0,0.0
92821,18130.0,1334010.0,0.0
92823,1740.0,180197.0,0.0
92831,14770.0,961536.0,0.0
92832,10650.0,493758.0,0.0
92833,22490.0,1372575.0,0.0
92835,11320.0,1187012.0,20.0
92840,23910.0,984516.0,0.0
92841,14720.0,632591.0,0.0
92843,19380.0,679286.0,0.0
92844,10200.0,368276.0,0.0
92845,8060.0,588377.0,0.0
92860,10800.0,742830.0,80.0
92861,2900.0,558620.0,0.0
92865,9670.0,601634.0,0.0
92866,7010.0,384443.0,0.0
92867,20160.0,1590359.0,0.0
92868,10590.0,504873.0,0.0
92869,17550.0,1504813.0,20.0
92870,24150.0,1567878.0,0.0
92879,19780.0,995982.0,0.0
92880,26550.0,1854644.0,0.0
92881,12390.0,983205.0,0.0
92882,28120.0,1633123.0,0.0
92883,12610.0,997753.0,0.0
92886,22200.0,2568138.0,30.0
92887,9780.0,1178419.0,0.0
93001,15200.0,953579.0,50.0
93003,23870.0,1640855.0,50.0
93004,13450.0,884707.0,30.0
93010,20150.0,1606445.0,100.0
93012,16280.0,1620430.0,130.0
93013,7790.0,520625.0,120.0
93015,7200.0,340509.0,110.0
93021,17100.0,1418892.0,80.0
93022,2930.0,195289.0,0.0
93023,9300.0,729391.0,150.0
93030,25980.0,1075285.0,0.0
93033,37350.0,1216862.0,0.0
93035,13210.0,873880.0,0.0
93036,19020.0,924451.0,30.0
93041,9780.0,422719.0,0.0
93060,14230.0,618667.0,150.0
93063,26000.0,1814899.0,20.0
93065,33690.0,2554211.0,40.0
93066,1630.0,175506.0,160.0
93101,15020.0,902680.0,0.0
93103,9190.0,664617.0,0.0
93105,12380.0,1257900.0,70.0
93108,4840.0,1495604.0,70.0
93109,5170.0,614113.0,30.0
93110,7610.0,840749.0,40.0
93111,8940.0,811935.0,40.0
93117,16960.0,1105917.0,90.0
93202,1520.0,49378.0,0.0
93203,8400.0,224416.0,0.0
93204,3960.0,108031.0,0.0
93205,660.0,21644.0,0.0
93206,890.0,44108.0,0.0
93210,4960.0,235098.0,60.0
93212,5010.0,194223.0,30.0
93215,18010.0,595973.0,40.0
93219,3720.0,89701.0,0.0
93221,5690.0,333080.0,270.0
93223,3630.0,98442.0,0.0
93224,160.0,8898.0,0.0
93225,1950.0,97473.0,0.0
93226,110.0,7281.0,0.0
93230,24510.0,1246885.0,330.0
93235,1710.0,46318.0,20.0
93238,680.0,35988.0,0.0
93239,680.0,17147.0,0.0
93240,2080.0,83949.0,0.0
93241,7170.0,178674.0,0.0
93242,1400.0,61043.0,70.0
93243,590.0,27309.0,0.0
93244,200.0,11762.0,30.0
93245,14280.0,724817.0,250.0
93247,6330.0,198579.0,170.0
93249,1160.0,32607.0,0.0
93250,4970.0,148081.0,30.0
93252,510.0,25843.0,0.0
93254,290.0,11987.0,0.0
93255,180.0,7297.0,0.0
93256,1860.0,53399.0,30.0
93257,25960.0,1000140.0,280.0
93263,7480.0,309790.0,70.0
93265,1580.0,109671.0,60.0
93266,640.0,23926.0,0.0
93267,2360.0,76558.0,110.0
93268,6030.0,301881.0,0.0
93270,2360.0,82892.0,120.0
93271,1080.0,69966.0,30.0
93272,1270.0,49641.0,30.0
93274,25510.0,1150588.0,230.0
93277,20560.0,1057184.0,120.0
93280,8180.0,287926.0,30.0
93283,610.0,21999.0,0.0
93285,750.0,34978.0,0.0
93286,3430.0,121804.0,140.0
93291,19820.0,1185169.0,200.0
93292,15050.0,756000.0,380.0
93301,5020.0,287623.0,0.0
93304,18290.0,569189.0,0.0
93305,12360.0,391680.0,0.0
93306,26430.0,1338838.0,50.0
93307,29470.0,919894.0,50.0
93308,19490.0,1102152.0,90.0
93309,24950.0,1341383.0,50.0
93311,18150.0,1673672.0,60.0
93312,23360.0,1886216.0,70.0
93313,18890.0,945829.0,50.0
93314,10770.0,1295134.0,130.0
93401,13460.0,1046879.0,90.0
93402,6650.0,399883.0,40.0
93405,7520.0,509670.0,40.0
93420,13120.0,1020297.0,160.0
93422,13480.0,899761.0,110.0
93426,450.0,35508.0,30.0
93427,2890.0,187827.0,20.0
93428,3270.0,228263.0,50.0
93430,1490.0,116271.0,40.0
93432,640.0,45644.0,60.0
93433,5730.0,293043.0,0.0
93434,3030.0,98806.0,0.0
93436,21410.0,1078698.0,70.0
93437,1250.0,55364.0,0.0
93442,5050.0,292704.0,50.0
93444,9450.0,623583.0,120.0
93445,2730.0,108346.0,0.0
93446,18920.0,1146294.0,310.0
93449,3950.0,335230.0,0.0
93450,240.0,25343.0,0.0
93451,1790.0,94260.0,100.0
93452,210.0,8584.0,0.0
93453,1360.0,83670.0,70.0
93454,15770.0,685091.0,90.0
93455,18900.0,1269448.0,60.0
93458,23400.0,725598.0,60.0
93460,2860.0,364675.0,70.0
93461,660.0,28493.0,40.0
93463,3500.0,340484.0,50.0
93465,4590.0,377117.0,180.0
93501,1670.0,58262.0,0.0
93505,4090.0,175998.0,0.0
93510,3650.0,295142.0,30.0
93513,780.0,39655.0,0.0
93514,5880.0,333552.0,50.0
93516,600.0,25468.0,0.0
93517,380.0,18362.0,0.0
93518,410.0,23377.0,30.0
93523,1150.0,65998.0,0.0
93526,310.0,16091.0,0.0
93527,850.0,50961.0,0.0
93531,240.0,27976.0,0.0
93532,1150.0,71162.0,0.0
93534,15500.0,558888.0,0.0
93535,27440.0,945770.0,20.0
93536,27180.0,1673285.0,40.0
93543,4980.0,190041.0,0.0
93544,400.0,19718.0,0.0
93545,850.0,40742.0,0.0
93546,4290.0,249328.0,0.0
93550,28460.0,936993.0,0.0
93551,21900.0,1474487.0,70.0
93552,15270.0,593955.0,0.0
93553,760.0,37544.0,0.0
93555,12990.0,771208.0,30.0
93560,7530.0,374064.0,0.0
93561,11370.0,707161.0,80.0
93562,520.0,24158.0,0.0
93591,2310.0,75518.0,0.0
93601,820.0,48670.0,0.0
93602,1400.0,82783.0,20.0
93604,320.0,22315.0,0.0
93608,470.0,13906.0,0.0
93609,2270.0,105889.0,110.0
93610,5980.0,291885.0,190.0
93611,19510.0,1309926.0,70.0
93612,14090.0,534208.0,0.0
93614,4820.0,283457.0,60.0
93615,2210.0,53189.0,30.0
93616,1050.0,32429.0,40.0
93618,11360.0,378013.0,170.0
93619,14310.0,1469361.0,230.0
93620,3440.0,145612.0,120.0
93621,170.0,7177.0,0.0
93622,3980.0,165149.0,40.0
93625,3190.0,150127.0,110.0
93626,710.0,125455.0,0.0
93628,110.0,4137.0,0.0
93630,7390.0,322682.0,330.0
93631,6880.0,461059.0,310.0
93635,15540.0,682491.0,140.0
93636,5050.0,352460.0,120.0
93637,14810.0,693145.0,260.0
93638,18210.0,545225.0,60.0
93640,5440.0,139466.0,0.0
93641,150.0,6702.0,0.0
93643,1270.0,64721.0,0.0
93644,3870.0,210532.0,0.0
93645,160.0,11308.0,0.0
93646,3500.0,93081.0,50.0
93647,4190.0,108432.0,60.0
93648,6250.0,169016.0,40.0
93650,1690.0,57038.0,0.0
93651,840.0,56720.0,30.0
93652,330.0,9720.0,0.0
93653,410.0,21038.0,60.0
93654,12330.0,496845.0,270.0
93656,2280.0,99521.0,70.0
93657,13980.0,619423.0,360.0
93660,1570.0,43975.0,0.0
93662,12480.0,455005.0,260.0
93664,330.0,30825.0,0.0
93667,930.0,53927.0,30.0
93668,460.0,26517.0,0.0
93669,110.0,4921.0,0.0
93675,1220.0,58364.0,40.0
93701,3320.0,68413.0,0.0
93702,15460.0,360234.0,40.0
93703,11590.0,311310.0,20.0
93704,11840.0,670838.0,50.0
93705,13680.0,418904.0,0.0
93706,12890.0,387315.0,330.0
93710,11760.0,501698.0,20.0
93711,17710.0,1757825.0,170.0
93720,20460.0,1641648.0,100.0
93721,1370.0,54174.0,0.0
93722,31930.0,1410741.0,110.0
93723,3880.0,248552.0,180.0
93725,9600.0,344986.0,240.0
93726,15510.0,475454.0,40.0
93727,27510.0,1151501.0,140.0
93728,6100.0,192606.0,0.0
93730,4820.0,653695.0,50.0
93901,11830.0,672649.0,30.0
93905,27950.0,842741.0,20.0
93906,24860.0,1087687.0,30.0
93907,9560.0,570231.0,50.0
93908,6050.0,804767.0,70.0
93920,720.0,34995.0,0.0
93923,5020.0,786330.0,20.0
93924,3130.0,369634.0,30.0
93925,840.0,40656.0,0.0
93926,4200.0,178781.0,0.0
93927,7660.0,263472.0,30.0
93930,7160.0,291528.0,80.0
93933,10110.0,482481.0,0.0
93940,14080.0,1224401.0,20.0
93950,7740.0,578374.0,0.0
93953,2100.0,456653.0,0.0
93955,14410.0,622867.0,0.0
93960,7180.0,309413.0,30.0
94002,13310.0,1830623.0,0.0
94005,2640.0,288947.0,0.0
94010,20460.0,6244072.0,40.0
94014,23640.0,1242490.0,0.0
94015,31120.0,1871710.0,0.0
94019,7670.0,964688.0,50.0
94020,770.0,85586.0,0.0
94021,110.0,8077.0,0.0
94022,9530.0,4763671.0,40.0
94024,10790.0,3767688.0,30.0
94025,19240.0,5362815.0,20.0
94027,3230.0,3748397.0,20.0
94028,3460.0,1904409.0,0.0
94030,11390.0,1171188.0,0.0
94038,1480.0,143193.0,0.0
94040,15740.0,2301455.0,0.0
94041,7450.0,1127358.0,0.0
94043,14990.0,1861787.0,0.0
94044,19740.0,1696328.0,20.0
94060,810.0,53411.0,30.0
94061,17430.0,1762746.0,0.0
94062,13090.0,3947558.0,70.0
94063,14430.0,785045.0,0.0
94065,5810.0,1327813.0,0.0
94066,22500.0,1650843.0,0.0
94070,15360.0,2743386.0,30.0
94074,120.0,7932.0,0.0
94080,33260.0,2360679.0,0.0
94085,10910.0,945063.0,0.0
94086,22850.0,2378848.0,0.0
94087,25140.0,3627708.0,0.0
94089,10790.0,877014.0,0.0
94102,14060.0,965705.0,0.0
94103,14010.0,1482092.0,0.0
94104,1440.0,584495.0,0.0
94105,5190.0,1568874.0,0.0
94107,15660.0,2515763.0,0.0
94108,6930.0,711308.0,0.0
94109,32640.0,3657559.0,30.0
94110,39300.0,3632239.0,30.0
94111,2700.0,1573562.0,0.0
94112,41780.0,2144017.0,0.0
94114,20380.0,3826346.0,30.0
94115,18950.0,3512379.0,40.0
94116,23050.0,2004728.0,20.0
94117,22970.0,2958064.0,20.0
94118,21020.0,3862780.0,40.0
94121,22370.0,2256539.0,0.0
94122,31270.0,2446640.0,0.0
94123,15220.0,3732366.0,30.0
94124,17070.0,688625.0,0.0
94127,10240.0,1632651.0,30.0
94129,1840.0,580451.0,0.0
94130,990.0,32700.0,0.0
94131,15750.0,2275586.0,30.0
94132,13010.0,929624.0,0.0
94133,14510.0,1658053.0,20.0
94134,21330.0,1026509.0,0.0
94158,2950.0,471494.0,0.0
94301,8650.0,8748862.0,20.0
94303,21120.0,2793285.0,0.0
94304,1860.0,705468.0,0.0
94305,2940.0,537428.0,0.0
94306,13100.0,2694764.0,0.0
94401,17080.0,1272671.0,0.0
94402,12990.0,2341841.0,20.0
94403,20730.0,2637672.0,20.0
94404,17050.0,2351078.0,0.0
94501,31010.0,2372959.0,0.0
94502,6780.0,805270.0,0.0
94503,9250.0,597875.0,0.0
94505,6120.0,580600.0,0.0
94506,10640.0,2398666.0,0.0
94507,7420.0,2357312.0,40.0
94508,1340.0,112160.0,0.0
94509,27330.0,1282075.0,0.0
94510,13830.0,1227073.0,0.0
94513,25170.0,2012403.0,110.0
94514,520.0,30535.0,0.0
94515,3330.0,257765.0,110.0
94517,6070.0,729445.0,30.0
94518,13060.0,943137.0,0.0
94519,8990.0,556884.0,0.0
94520,16420.0,710642.0,0.0
94521,20290.0,1551437.0,20.0
94523,16830.0,1466201.0,20.0
94525,1660.0,106514.0,0.0
94526,15730.0,2824603.0,30.0
94530,12970.0,1099776.0,0.0
94531,18670.0,1181260.0,0.0
94533,31610.0,1527661.0,20.0
94534,17510.0,1573990.0,80.0
94535,2120.0,83506.0,0.0
94536,31210.0,2768443.0,30.0
94538,28980.0,2138804.0,0.0
94539,22130.0,3676259.0,30.0
94541,28690.0,1412907.0,0.0
94542,6000.0,584318.0,0.0
94544,34180.0,1587487.0,0.0
94545,14970.0,852396.0,0.0
94546,21740.0,1562859.0,20.0
94547,12120.0,885877.0,0.0
94549,13730.0,2966915.0,60.0
94550,22660.0,2459792.0,130.0
94551,19160.0,1509170.0,100.0
94552,6860.0,834944.0,30.0
94553,23900.0,1812117.0,50.0
94555,14620.0,1575154.0,0.0
94556,7050.0,1265584.0,20.0
94558,31930.0,2609616.0,360.0
94559,13250.0,835094.0,80.0
94560,20800.0,1372985.0,0.0
94561,16690.0,1033774.0,40.0
94563,8960.0,2366497.0,40.0
94564,9540.0,611439.0,0.0
94565,38760.0,1801461.0,0.0
94566,20000.0,3265147.0,50.0
94567,300.0,19128.0,0.0
94568,23130.0,2660072.0,0.0
94571,4300.0,269082.0,40.0
94572,4040.0,218331.0,0.0
94574,4110.0,635647.0,150.0
94576,100.0,7073.0,0.0
94577,23130.0,1405024.0,0.0
94578,18300.0,847663.0,0.0
94579,10420.0,584385.0,0.0
94580,13520.0,723158.0,0.0
94582,16320.0,2622344.0,0.0
94583,21390.0,3951906.0,110.0
94585,13260.0,693167.0,0.0
94586,530.0,74710.0,20.0
94587,33110.0,2317609.0,0.0
94588,15370.0,1998980.0,40.0
94589,13750.0,588601.0,0.0
94590,16120.0,661369.0,0.0
94591,26220.0,1622433.0,0.0
94592,350.0,28720.0,0.0
94595,9940.0,1015570.0,0.0
94596,11390.0,1471947.0,0.0
94597,11480.0,1093996.0,0.0
94598,13340.0,1855038.0,30.0
94599,1570.0,146471.0,30.0
94601,20320.0,711395.0,0.0
94602,14160.0,1160439.0,0.0
94603,13590.0,479501.0,0.0
94605,18960.0,1100377.0,0.0
94606,17810.0,699781.0,0.0
94607,11790.0,627659.0,0.0
94608,15670.0,977857.0,0.0
94609,11580.0,672147.0,0.0
94610,17700.0,1729427.0,0.0
94611,20400.0,3388067.0,30.0
94612,7750.0,469783.0,0.0
94618,8560.0,1486354.0,0.0
94619,12050.0,933481.0,0.0
94621,11990.0,364400.0,0.0
94702,8550.0,573649.0,0.0
94703,9880.0,662670.0,0.0
94704,5840.0,306398.0,0.0
94705,7320.0,1254127.0,0.0
94706,8830.0,766234.0,0.0
94707,6780.0,1106257.0,0.0
94708,5840.0,970555.0,0.0
94709,5120.0,387009.0,0.0
94710,3730.0,263100.0,0.0
94801,11730.0,521394.0,0.0
94803,11980.0,760005.0,0.0
94804,18450.0,847270.0,0.0
94805,6820.0,382750.0,0.0
94806,26430.0,1164828.0,0.0
94901,19600.0,2433531.0,30.0
94903,14550.0,1596156.0,0.0
94904,5980.0,1550573.0,0.0
94920,6000.0,2271516.0,20.0
94922,210.0,14130.0,0.0
94923,680.0,63502.0,0.0
94924,670.0,49482.0,0.0
94925,4500.0,715958.0,0.0
94928,19040.0,999118.0,0.0
94930,4220.0,404556.0,0.0
94931,4580.0,272977.0,20.0
94937,530.0,59174.0,0.0
94939,3640.0,732767.0,0.0
94941,14720.0,3430786.0,40.0
94945,8590.0,841252.0,0.0
94946,300.0,68619.0,0.0
94947,11800.0,1081586.0,20.0
94949,8520.0,860135.0,0.0
94951,2180.0,183377.0,40.0
94952,15810.0,1281799.0,200.0
94954,18140.0,1286807.0,70.0
94956,820.0,69031.0,0.0
94960,7210.0,1225586.0,0.0
94965,6100.0,921722.0,30.0
95003,11400.0,1154179.0,60.0
95004,1880.0,129998.0,40.0
95005,3070.0,231483.0,0.0
95006,4420.0,346181.0,0.0
95008,23000.0,2283994.0,0.0
95010,5290.0,372588.0,0.0
95012,4950.0,179352.0,0.0
95014,25420.0,4558053.0,40.0
95017,440.0,25772.0,0.0
95018,3820.0,282761.0,0.0
95019,3810.0,147383.0,20.0
95020,25640.0,1865974.0,160.0
95023,21170.0,1271700.0,250.0
95030,6500.0,2364865.0,0.0
95032,12980.0,3290437.0,30.0
95033,4200.0,711463.0,60.0
95035,32300.0,2706482.0,20.0
95037,21190.0,2205312.0,110.0
95039,760.0,38172.0,0.0
95043,270.0,16839.0,50.0
95045,1890.0,121924.0,30.0
95046,3280.0,300258.0,60.0
95050,17820.0,1479764.0,0.0
95051,26600.0,2559066.0,0.0
95054,11380.0,1611268.0,0.0
95060,19810.0,1699367.0,40.0
95062,17390.0,1160558.0,30.0
95064,530.0,30249.0,0.0
95065,3880.0,361490.0,0.0
95066,6910.0,751656.0,0.0
95070,15490.0,4286736.0,60.0
95073,5570.0,475087.0,30.0
95075,350.0,25775.0,40.0
95076,35830.0,1697701.0,240.0
95110,8650.0,565243.0,0.0
95111,26790.0,1169974.0,0.0
95112,23590.0,1304586.0,0.0
95113,1210.0,141518.0,0.0
95116,22510.0,851830.0,0.0
95117,13610.0,945493.0,0.0
95118,15060.0,1312445.0,0.0
95119,4760.0,404111.0,0.0
95120,16950.0,2938180.0,30.0
95121,17760.0,1067927.0,0.0
95122,26210.0,950394.0,0.0
95123,30000.0,2274745.0,0.0
95124,22220.0,2525245.0,20.0
95125,25060.0,3203725.0,30.0
95126,16780.0,1487155.0,0.0
95127,28330.0,1519130.0,30.0
95128,16890.0,1337671.0,0.0
95129,17520.0,2199065.0,0.0
95130,6210.0,597501.0,0.0
95131,14040.0,1219419.0,0.0
95132,19200.0,1454247.0,20.0
95133,12260.0,772365.0,0.0
95134,10090.0,1119610.0,0.0
95135,9090.0,1228004.0,0.0
95136,20880.0,1594600.0,0.0
95138,8340.0,1400195.0,0.0
95139,3150.0,282485.0,0.0
95140,180.0,24820.0,0.0
95148,21380.0,1598223.0,0.0
95202,1600.0,37544.0,0.0
95203,5740.0,202054.0,0.0
95204,11900.0,560774.0,20.0
95205,13660.0,379210.0,0.0
95206,25000.0,855411.0,40.0
95207,18740.0,820415.0,30.0
95209,16910.0,920757.0,0.0
95210,14320.0,455982.0,0.0
95212,10750.0,628594.0,90.0
95215,8340.0,348942.0,190.0
95219,12040.0,1047699.0,40.0
95220,2940.0,208307.0,230.0
95222,1670.0,114191.0,50.0
95223,1720.0,106593.0,0.0
95228,1760.0,112738.0,30.0
95230,330.0,19586.0,40.0
95231,1620.0,62440.0,0.0
95232,140.0,6301.0,0.0
95236,2460.0,199699.0,150.0
95237,1720.0,92994.0,40.0
95240,17500.0,820728.0,240.0
95242,11400.0,792879.0,190.0
95245,760.0,40070.0,30.0
95246,770.0,42250.0,40.0
95247,2020.0,131242.0,20.0
95249,1560.0,75110.0,40.0
95251,270.0,15989.0,0.0
95252,5450.0,319642.0,90.0
95255,620.0,29075.0,0.0
95257,170.0,7001.0,0.0
95258,2370.0,177578.0,40.0
95301,14210.0,668057.0,220.0
95303,400.0,31367.0,40.0
95304,5170.0,415097.0,110.0
95306,390.0,26123.0,50.0
95307,16930.0,673279.0,150.0
95310,1070.0,53845.0,0.0
95311,710.0,31455.0,0.0
95313,610.0,35093.0,40.0
95315,4730.0,162410.0,80.0
95316,2910.0,180660.0,170.0
95317,350.0,15839.0,20.0
95320,5370.0,359817.0,380.0
95321,1530.0,89859.0,0.0
95322,3760.0,162860.0,130.0
95323,540.0,34042.0,70.0
95324,3040.0,189400.0,190.0
95326,4340.0,264982.0,240.0
95327,2530.0,121085.0,70.0
95328,1320.0,44608.0,0.0
95329,960.0,56273.0,30.0
95330,8350.0,421507.0,0.0
95333,1090.0,58189.0,90.0
95334,6110.0,212958.0,140.0
95335,120.0,5904.0,0.0
95336,19390.0,1038629.0,140.0
95337,14170.0,821008.0,90.0
95338,4400.0,222586.0,90.0
95340,12800.0,739677.0,120.0
95341,10920.0,333222.0,130.0
95345,350.0,14451.0,0.0
95346,550.0,28147.0,0.0
95348,10680.0,449656.0,60.0
95350,21110.0,985015.0,40.0
95351,15700.0,478736.0,0.0
95354,9760.0,445942.0,0.0
