Price,Bedrooms,Bathrooms,Size,Santa Maria-Orcutt (0/1),Paso Robles (0/1),Atascadero (0/1),Nipomo (0/1),Arroyo Grande (0/1),Lompoc (0/1),Los Osos (0/1),Grover Beach (0/1), Paso Robles (0/1),San Miguel (0/1)
149000.0,2,1,854,1,0,0,0,0,0,0,0,0,0
1900000.0,4,5,5411,0,0,0,0,1,0,0,0,0,0
139500.0,2,2,1248,0,0,0,1,0,0,0,0,0,0
125000.0,3,2,900,1,0,0,0,0,0,0,0,0,0
295900.0,3,2,1776,1,0,0,0,0,0,0,0,0,0
161900.0,3,2,1200,1,0,0,0,0,0,0,0,0,0
349900.0,3,1,1522,0,0,0,0,0,0,0,1,0,0
208000.0,2,1,1267,1,0,0,0,0,0,0,0,0,0
286500.0,3,2,1700,1,0,0,0,0,0,0,0,0,0
149900.0,2,2,969,0,0,0,1,0,0,0,0,0,0
299000.0,3,2,1270,0,0,1,0,0,0,0,0,0,0
320000.0,4,2,1929,0,0,0,1,0,0,0,0,0,0
315000.0,4,3,1939,1,0,0,0,0,0,0,0,0,0
319000.0,3,2,1323,0,0,1,0,0,0,0,0,0,0
163900.0,3,2,1082,0,0,0,0,0,1,0,0,0,0
120000.0,3,2,1686,1,0,0,0,0,0,0,0,0,0
264450.0,3,1,1030,0,0,1,0,0,0,0,0,0,0
250000.0,3,2,1807,1,0,0,0,0,0,0,0,0,0
174900.0,3,2,1461,1,0,0,0,0,0,0,0,0,0
138900.0,2,1,1055,0,0,1,0,0,0,0,0,0,0
299900.0,4,3,1969,1,0,0,0,0,0,0,0,0,0
199000.0,3,2,1196,1,0,0,0,0,0,0,0,0,0
175000.0,3,2,1110,1,0,0,0,0,0,0,0,0,0
250000.0,3,3,1261,0,0,1,0,0,0,0,0,0,0
114900.0,2,1,775,1,0,0,0,0,0,0,0,0,0
150000.0,2,2,1440,0,1,0,0,0,0,0,0,0,0
409000.0,4,3,2192,0,1,0,0,0,0,0,0,0,0
315000.0,4,2,1653,0,1,0,0,0,0,0,0,0,0
450000.0,3,2,1916,0,0,0,0,1,0,0,0,0,0
245000.0,5,3,6098,1,0,0,0,0,0,0,0,0,0
349000.0,4,2,1718,0,0,0,1,0,0,0,0,0,0
359900.0,3,3,1951,0,1,0,0,0,0,0,0,0,0
339900.0,4,2,1925,0,0,0,1,0,0,0,0,0,0
278000.0,3,2,1396,0,1,0,0,0,0,0,0,0,0
235000.0,4,3,2336,1,0,0,0,0,0,0,0,0,0
222900.0,2,2,1086,1,0,0,0,0,0,0,0,0,0
199900.0,3,2,1215,1,0,0,0,0,0,0,0,0,0
135000.0,3,2,1200,1,0,0,0,0,0,0,0,0,0
289900.0,3,2,1414,1,0,0,0,0,0,0,0,0,0
220000.0,3,2,1100,1,0,0,0,0,0,0,0,0,0
180000.0,3,2,1350,0,0,0,0,0,0,0,0,0,1
219000.0,3,2,1131,1,0,0,0,0,0,0,0,0,0
295000.0,4,2,1973,0,0,0,0,0,1,0,0,0,0
299900.0,3,2,1200,1,0,0,0,0,0,0,0,0,0
266800.0,4,3,2100,1,0,0,0,0,0,0,0,0,0
179000.0,2,2,1033,0,0,0,1,0,0,0,0,0,0
150000.0,3,2,1316,1,0,0,0,0,0,0,0,0,0
779000.0,3,3,2990,0,0,0,0,0,0,1,0,0,0
154000.0,2,2,1100,1,0,0,0,0,0,0,0,0,0
225000.0,4,3,1940,1,0,0,0,0,0,0,0,0,0
751900.0,3,3,3400,1,0,0,0,0,0,0,0,0,0
369000.0,3,2,1514,0,0,1,0,0,0,0,0,0,0
299000.0,3,3,2400,1,0,0,0,0,0,0,0,0,0
158900.0,4,2,1144,0,0,0,0,0,1,0,0,0,0
329900.0,3,2,1240,0,0,0,0,0,0,0,1,0,0
895000.0,4,3,3676,0,0,1,0,0,0,0,0,0,0
249900.0,2,2,1674,0,1,0,0,0,0,0,0,0,0
879000.0,3,4,3698,0,0,0,1,0,0,0,0,0,0
99000.0,2,2,900,1,0,0,0,0,0,0,0,0,0
720000.0,4,4,3531,0,0,0,0,0,0,0,0,0,1
500000.0,3,2,2100,0,0,0,0,0,0,0,1,0,0
269900.0,3,2,1139,0,1,0,0,0,0,0,0,0,0
324900.0,2,2,1426,0,0,1,0,0,0,0,0,0,0
209000.0,3,3,1494,1,0,0,0,0,0,0,0,0,0
219900.0,3,3,1660,1,0,0,0,0,0,0,0,0,0
425000.0,5,4,3039,1,0,0,0,0,0,0,0,0,0
349000.0,3,2,1635,0,0,0,0,0,0,0,1,0,0
350000.0,3,2,1509,0,0,0,0,0,0,1,0,0,0
239800.0,5,2,1575,0,0,0,0,1,0,0,0,0,0
319200.0,4,3,2006,0,1,0,0,0,0,0,0,0,0
249000.0,3,2,1662,0,1,0,0,0,0,0,0,0,0
524900.0,3,2,2380,0,0,0,0,0,0,0,0,1,0
264900.0,3,2,1232,0,0,1,0,0,0,0,0,0,0
165000.0,3,2,1144,0,0,0,0,0,1,0,0,0,0
430000.0,4,2,2168,0,0,0,1,0,0,0,0,0,0
199000.0,3,2,1007,0,0,1,0,0,0,0,0,0,0
269000.0,3,2,1181,0,0,0,1,0,0,0,0,0,0
225000.0,3,2,1516,1,0,0,0,0,0,0,0,0,0
210000.0,3,3,1750,1,0,0,0,0,0,0,0,0,0
865000.0,4,3,3305,0,0,1,0,0,0,0,0,0,0
409900.0,4,4,2135,0,0,1,0,0,0,0,0,0,0
375000.0,4,2,1963,1,0,0,0,0,0,0,0,0,0
429000.0,5,3,2700,0,1,0,0,0,0,0,0,0,0
1700000.0,3,5,4463,0,0,0,1,0,0,0,0,0,0
149000.0,3,2,1040,1,0,0,0,0,0,0,0,0,0
437500.0,3,3,2523,1,0,0,0,0,0,0,0,0,0
390000.0,4,2,2236,0,1,0,0,0,0,0,0,0,0
275000.0,2,2,1194,0,0,0,0,0,0,0,1,0,0
119900.0,2,2,1034,1,0,0,0,0,0,0,0,0,0
163900.0,3,2,1237,0,0,0,0,0,1,0,0,0,0
119900.0,3,2,1312,1,0,0,0,0,0,0,0,0,0
318000.0,3,3,1868,0,0,0,0,0,0,0,0,1,0
214900.0,3,2,1080,0,1,0,0,0,0,0,0,0,0
379000.0,4,3,2277,0,1,0,0,0,0,0,0,0,0
399000.0,4,3,2800,1,0,0,0,0,0,0,0,0,0
1499000.0,5,7,6800,0,0,0,0,1,0,0,0,0,0
221830.0,3,2,1550,0,1,0,0,0,0,0,0,0,0
515000.0,2,2,2000,0,0,0,1,0,0,0,0,0,0
165000.0,3,2,1204,1,0,0,0,0,0,0,0,0,0
395000.0,2,1,1160,0,0,1,0,0,0,0,0,0,0
495000.0,3,2,1877,0,0,0,0,0,0,0,0,1,0
157900.0,3,2,1075,1,0,0,0,0,0,0,0,0,0
177000.0,3,2,1500,1,0,0,0,0,0,0,0,0,0
290000.0,5,3,2500,1,0,0,0,0,0,0,0,0,0
199000.0,2,1,832,0,1,0,0,0,0,0,0,0,0
499000.0,3,2,2120,0,0,0,0,0,0,1,0,0,0
599000.0,3,2,2082,0,1,0,0,0,0,0,0,0,0
309000.0,3,2,1906,1,0,0,0,0,0,0,0,0,0
209900.0,3,2,1356,0,0,0,0,0,0,0,0,0,1
175000.0,3,2,1600,1,0,0,0,0,0,0,0,0,0
599900.0,5,3,2764,0,1,0,0,0,0,0,0,0,0
409000.0,4,2,2064,0,1,0,0,0,0,0,0,0,0
220000.0,4,2,1352,1,0,0,0,0,0,0,0,0,0
155000.0,3,2,1050,1,0,0,0,0,0,0,0,0,0
350000.0,3,2,1622,1,0,0,0,0,0,0,0,0,0
269000.0,3,3,1352,0,1,0,0,0,0,0,0,0,0
199000.0,4,2,1400,1,0,0,0,0,0,0,0,0,0
475000.0,4,3,2450,0,0,1,0,0,0,0,0,0,0
168000.0,3,2,1128,1,0,0,0,0,0,0,0,0,0
145000.0,3,2,1027,1,0,0,0,0,0,0,0,0,0
140000.0,3,2,1200,1,0,0,0,0,0,0,0,0,0
439900.0,3,3,2508,0,1,0,0,0,0,0,0,0,0
199000.0,4,3,1467,1,0,0,0,0,0,0,0,0,0
180000.0,4,2,1332,0,0,0,0,0,1,0,0,0,0
324000.0,5,4,2400,1,0,0,0,0,0,0,0,0,0
299000.0,3,2,1756,0,0,0,1,0,0,0,0,0,0
195000.0,2,1,811,1,0,0,0,0,0,0,0,0,0
429000.0,4,3,2513,0,0,1,0,0,0,0,0,0,0
199900.0,3,2,1407,1,0,0,0,0,0,0,0,0,0
78000.0,2,2,1680,1,0,0,0,0,0,0,0,0,0
529000.0,4,3,2502,0,1,0,0,0,0,0,0,0,0
1399900.0,4,4,5190,0,0,0,1,0,0,0,0,0,0
369000.0,4,3,2371,0,1,0,0,0,0,0,0,0,0
364000.0,4,3,2150,1,0,0,0,0,0,0,0,0,0
189000.0,3,1,1022,0,0,0,1,0,0,0,0,0,0
579900.0,4,3,3166,0,0,0,0,0,0,0,0,1,0
299000.0,5,3,2481,1,0,0,0,0,0,0,0,0,0
179900.0,3,2,1288,1,0,0,0,0,0,0,0,0,0
204000.0,3,2,1712,1,0,0,0,0,0,0,0,0,0
359000.0,4,3,2209,1,0,0,0,0,0,0,0,0,0
360000.0,4,3,2351,1,0,0,0,0,0,0,0,0,0
399000.0,3,2,1840,1,0,0,0,0,0,0,0,0,0
159000.0,4,2,1660,0,0,0,1,0,0,0,0,0,0
189000.0,3,2,1292,1,0,0,0,0,0,0,0,0,0
349000.0,3,3,2000,0,0,1,0,0,0,0,0,0,0
189900.0,4,2,1435,1,0,0,0,0,0,0,0,0,0
29000.0,2,2,1500,1,0,0,0,0,0,0,0,0,0
400000.0,3,3,1568,0,0,0,0,1,0,0,0,0,0
199000.0,3,3,1450,1,0,0,0,0,0,0,0,0,0
299900.0,3,2,1209,0,1,0,0,0,0,0,0,0,0
185000.0,4,2,1934,1,0,0,0,0,0,0,0,0,0
350000.0,3,2,1750,1,0,0,0,0,0,0,0,0,0
310000.0,5,4,2900,1,0,0,0,0,0,0,0,0,0
