CMSA,DIVISION,METRO3,REGION,SMSA,ACCESS,AIR,AIRSYS,BATHS,BEDRMS,BUILT,BURNER,BUSPER,CELLAR,CLIMB,CONDO,COOK,DENS,DINING,DIRAC,DISH,DISPL,DRSHOP,DRY,EBAR,ELEV,EXCLUS,FAMRM,FLOORS,FLOT,FPINS,FPLWK,FRPL,FRPLI,FRSTOC,GARAGE,HALFB,HOTPIP,INCP,KEXCLU,KITCH,KITCHEN,LAUNDY,LIVING,LOT,MOBILTYP,MOPERM,MOSALL,MOSAPR,MOSAUG,MOSDEC,MOSFEB,MOSJAN,MOSJUL,MOSJUN,MOSMAR,MOSMAY,MOSNOV,MOSOCT,MOSSEP,NEWC,NUMAIR,NUNIT2,NUNITS,OARSYS,OTBUP,OTHFN,OTHRUN,OVEN,OWNLOT,PHONE,PLUGS,PORCH,PREOCC,PUBSEW,RECRM,REFR,ROOMS,SEWDIS,SEWDUS,SHARAT,SHARFR,SINHV,SINK,SINVV,SOTHV,SRECV,SRENTV,SSELV,STEAM,TENURE,TIMSHR,TRASH,TUB,TYPE,UNITSF,VACANC2,VACANC2B,VACANCY,WASH,WATER,WATERD,WELDUS,WELL,WHNGET,YRRND,BLDMNT,BLEAK,BSINK,CRACKS,DISAS,EBOARD,EBROKE,ECRUMB,EGOOD,EHOLER,ELEVWK,EMISSR,EMISSW,EROACH,ESAGR,ESLOPW,EVROD,EXPOSE,FREEZE,GRDMNT,HOLES,HOWH,IFBLOW,IFCOLD,IFDRY,IFSEW,IFTLT,ILEAK,LEAK,M12ROACH,M12ROD,MAJR1,MAJR2,MAJR3,MICE,MINR1,MINR2,MINR3,NLEAK1,NLEAK2,NOTSUR,NOWIRE,NUMBLOW,NUMCOLD,NUMDRY,NUMSEW,NUMTLT,OTHCLD,OTLEAK,PILEAK,PLEAK,PLUMB,RATFREQ,RATS,RLEAK,ROACHFRQ,TOILET,TREP,WATERS,WHYCD1,WHYCD2,WHYCD3,WHYCD4,WHYCD5,WLEAK,WTRHRL,ZADEQ,AMTI,AMTT,AMTW,AMTX,BUYI,BUYT,BUYT2,BUYW,BUYW2,CLPEVA,CONFEE,CPRICE,CSTMNT,DOWNPCT,DWNPAY,FLRENT,FMHOTF,FRENT,HELC,HELCN,HELUMN,HELUMP,HUDADMIN,HUDSAMP,IFFEE,INCS,LANPMT,LOOKHS,LOOKNS,LPRICE,LRENT,LVALUE,MCNT,MG,MHOTFE,NUMMOR,POOR,PRENT,PRIN01,PROJ,PVALUE,RAM,RCNTRL,REGMOR,RENT,RNTADJ,TADJ,TXRE,VALUE,VCHRMOV,ZSMHC,APPLY,CUSHOM,DLINE1,ELDER,FRSTHO,HCARE,HDSB,HERRND,HHAGE,HHCITSHP,HHEAR,HHGRAD,HHINUSYR,HHKIDU18,HHLDKID,HHMAR,HHNATVTY,HHPAR,HHPCARE,HHPERRND,HHPHEAR,HHPLINE,HHPMEMRY,HHPSEE,HHPWALK,HHRACE,HHREL,HHSEX,HHSPAN,HHSPOS,HHTEN,HMEMRY,HSEE,HWALK,KIDU18,LANG,MOVEDLY,NONREL,NOSTEP,NROWNR,NRPAYM,PER,PERSINT,RESPTYP,SAMEHH,SAMEHH2,SNITEV,STATUS,ZADULT,ZMVGRP,CROPSL,HHPQALIM,HHPQDIV,HHPQINT,HHPQOTHER,HHPQRENT,HHPQRETIR,HHPQSAL,HHPQSELF,HHPQSS,HHPQSSI,HHPQWELF,HHPQWKCMP,HHPVOTHER,HHSAL,LODG,QALIM,QDIV,QFS1,QINT,QOTHER,QRENT,QRETIR,QSELF,QSS,QSSI,QWELF,QWKCMP,SUBRNT,VCHER,VOTHER,VOTHER2,ZINC,ZINC2,ZINCH,ZINCN
'99','89','1','4','5775','1',2,'2',1,1,1919,'-6',0,-6,3,'3','1',0,0,-6,'2','2','-6','2','-6','2',0,0,9,'-6','-6',2,'-6','-6','-6','2',0,'1','2','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',102,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',3,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,420,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','-6','2','-6','2','1','2',8,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','3','1','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,87,250,-6,'1',-6,'-6','-6',-6,250,'-9','-6','-6',-6,'-6',250,'1','-6',1,1,'-6','2','1','1',86,'5','1',32,1984,0,0,'3','207',-6,'2','1','1',1,'2','2','1','04',2,'2','2',-6,'1','2','2','1',0,'3','2',0,'1','-6','-6',1,'1','6','1','1','-6','1',1,'0','-6','2','2','2','2','2','2','2','2','1','2','2','2',9600,0,-6,'2','2','2','2','2','2','2','2','1','2','2','2','1','2',9600,9600,9600,9600,'1',-6
'99','89','1','4','7360','1',2,'2',0,1,1920,'-6',0,-6,1,'3','1',0,0,-6,'1','1','2','2','-6','1',0,0,2,'-6','-6',2,'-6','-6','-6','2',2,'1','2','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',2,'-6','-6',0,0,'-6','-6','1','1','1','2','1',0,'1',3,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,985,'-6','-6',-6,'2','1','-6','5','-6',1996,'-6','-6','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','2','-6','2',9,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',6047,256,360,2250,'1','-6','-6','-6','-6',89,-6,-6,6050,'1','2',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',400000,-6,-6,1,'1',-6,1,997,-6,1800,'-6',1300000,'-6','-6',1,-6,'-6','-6','2',800000,'-6',3078,'-6','-6',1,0,'2','2','2','2',60,'1','2',40,-6,0,0,'6','057',-6,'2','2','2',1,'2','2','2','02',2,'2','2',-6,'1','2','2','2',0,'1','2',0,'2','2','2',1,'2','1','1','1','-6','1',1,'0','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,120000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','-6','-6',-13,-13,119987,119987,'1',-6
'99','89','2','4','7400','1',2,'1',4,4,1975,'-6',1,3,-6,'3','1',1,1,1,'1','1','2','1','2','-6',1,1,1,'-6','-6',1,'-6','-6','-6','1',1,'1','-6','-6',1,'1',1,1,44000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',9,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','1','1',1,6000,'-6','-6',-6,'1','1','-6','5','-6',1984,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',10,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',6047,870,1959,15050,'1','-6','-6','-6','-6',28,-6,-6,3000,'8','1',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',250000,-6,-6,1,'1',-6,1,4506,-6,2600,'-6',-6,'-6','-6',1,-6,'-6','-6','2',2520000,'-6',5465,'-6','-6',1,2,'1','2','2','2',75,'1','2',40,-6,0,0,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'2','2',2,'1','2','2','2',0,'1','2',0,'1','2','2',2,'1','1','1','1','-6','1',2,'0','-6','2','2','2','2','1','2','2','2','1','2','2','2',314235,0,-6,'2','2','-6','2','2','1','2','1','1','2','2','2','-6','-6',628470,628470,628470,628470,'1',-6
'99','89','2','4','5775','1',2,'1',2,4,1975,'-6',0,3,-6,'3','1',0,1,-6,'1','1','2','1','2','-6',0,0,1,'-6','-6',1,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,2,10000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',8,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,2600,'-6','-6',-6,'1','1','-6','5','-6',2013,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',9,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',960,480,1080,6050,'1','-6','-6','-6','-6',120,55,-6,1000,'2','2',-6,-6,-6,'2',-6,-6,'2','-6','2','1','-6','-6','3','2',520000,-6,-6,1,'1',-6,1,861,-6,1678,'-6',-6,'-6','-6',1,-6,'-6','-6','2',590000,'-6',2869,'-6','-6',1,0,'2','2','2','2',41,'1','2',45,-6,1,1,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'1','2',2,'1','2','2','2',1,'1','2',0,'2','2','2',3,'2','1','1','1','-6','1',2,'1','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,82000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','-6','-6',-26,-26,159974,159974,'2',160000
'99','89','1','4','5775','1',2,'2',1,1,1960,'-6',0,-6,2,'3','1',0,0,-6,'2','2','-6','2','-6','1',0,0,3,'-6','-6',2,'-6','-6','-6','2',0,'1','1','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',42,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',3,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','2','-6','2','1',1,336,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','1','-6','2','1','2',6,'2','-6','2','2','2','2','2','2','2','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,543,-6,-6,'-6',-6,'-6','1',-6,832,'2','-6','-6',-6,'-6',852,'-6','-6',1,0,'-6','2','2','2',41,'1','2',39,-6,0,0,'6','057',-6,'2','2','2',1,'2','2','2','01',2,'1','2',-6,'1','2','2','2',0,'1','2',0,'2','-6','-6',1,'1','6','1','1','-6','1',1,'0','-6','2','2','1','2','2','2','1','2','2','2','2','2',200,65000,-6,'2','2','-6','1','2','2','2','2','2','2','2','2','2','-6',200,200,65200,65200,'1',-6
'99','89','1','4','7400','1',2,'1',2,3,2002,'-6',0,-6,-6,'3','1',0,1,-6,'1','1','2','1','2','-6',0,0,1,'-6','-6',2,'-6','-6','2','1',0,'1','-6','-6',1,'1',0,1,2500,'2',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'4',1,'2','2',0,0,'-6','2','1','1','1','2','1',0,'1',6,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',2,1200,'-6','-6',-6,'1','1','-6','5','-6',2012,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',8,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','2','1','-6','-6','-6','-6','-6','-6','-6','1',500,30,40,0,'1','-6','-6','-6','-6',64,-6,-6,2500,'5','2',12,-6,-6,'2',-6,-6,'2','-6','2','2','1','-6','2','1',80000,750,-6,1,'1',-6,1,406,-6,725,'-6',-6,'-6','-6',1,-6,'-6','2','2',110000,'-6',1918,'-6','-6',1,0,'2','2','2','2',40,'4','2',42,1989,2,2,'1','242',-9,'2','2','2',1,'2','2','2','04',1,'1','2',2,'1','2','2','2',2,'1','1',0,'2','2','2',4,'2','1','2','2','-6','1',2,'1','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,45000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','-6','-6',-26,-26,94974,94974,'1',-6
'99','89','1','4','7500','-6',-6,'-6',-6,-6,-6,'-6',-6,-6,-6,'-6','-6',-6,-6,-6,'-6','-6','-6','-6','-6','-6',-6,-6,-6,'-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6','-6',-6,'-6',-6,-6,-6,'-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','2',-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6','-6','-6','-6','-6',-6,'-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6',1,-6,'-6','-6',-6,'-6','-6','-6','-6','-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6',-6,-6,-6,'-6',-6,-6,'-6','-6','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,-6,-6,-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6',-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6','-6',-6,'-6','-6',-6,-6,-6,-6,'-6','-6',-6,'-6','-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6',-6,'-6','-6','-6',-6,'1','-9','1','-6','-6','4',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,'-9','-9','-6','-9','-9','-9','-9','-9','-9','-9','-9','-9','-6','-6',-6,-6,-6,-6,'-6',-6
'99','89','2','4','7360','1',2,'2',1,2,1975,'-6',1,5,-6,'3','1',0,1,0,'1','1','-6','1','2','-6',1,0,3,'-6','-6',1,'-6','-6','-6','2',1,'1','1','-6',1,'1',0,1,12000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'-6','2',0,0,'-6','-6','1','1','1','-6','1',1,'1',6,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','1','1',1,1500,'-6','-6',-6,'1','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','4','2',9,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',360,-6,600,-6,'1','2','-6','-6','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,956,-6,-6,'-6',-6,'-6','2',-6,2500,'2','-6','-6',-6,'-6',2666,'-6','-6',1,0,'-6','2','2','2',45,'1','2',44,-6,1,1,'4','057',-9,'2','2','2',1,'2','2','2','01',1,'2','2',-9,'1','2','2','2',1,'1','2',0,'2','-6','-6',2,'1','6','1','1','-6','1',1,'0','-6','2','2','2','1','2','2','1','1','2','2','2','2',80000,72000,-6,'2','2','-6','2','1','2','2','1','2','2','2','2','2','-6',80000,80000,152000,152000,'1',-6
'99','89','1','4','7400','1',2,'1',2,2,1919,'-6',0,1,-6,'3','1',0,1,-6,'1','1','-6','1','2','-6',0,0,2,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,1,1024,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',1,0,'-6','-6','1','1','1','-6','1',0,'1',6,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,1100,'-6','-6',-6,'1','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','1','2',10,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','1','2',-6,-6,-6,-6,'-6',-6,-6,625,-6,-6,'-6',-6,'-6','2',-6,450,'2','-6','-6',-6,'-6',545,'-6','-6',5,0,'-6','2','2','2',23,'1','2',44,-6,0,0,'6','057',-6,'2','2','2',3,'2','2','2','01',2,'2','1',-6,'1','2','2','2',0,'1','2',3,'1','-6','-6',4,'2','5','1','1','-6','1',4,'2','-6','2','2','2','2','2','2','2','1','2','2','2','2',30000,0,-6,'2','2','-6','2','2','2','2','1','2','2','2','2','2','-6',30000,69987,30000,148987,'1',-6
'99','89','1','4','8720','1',2,'1',2,3,1985,'-6',1,3,-6,'3','1',0,1,-6,'1','1','2','1','2','-6',0,0,1,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',1,1,20000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',1,0,'-6','-6','1','1','1','2','1',0,'1',7,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,3200,'-6','-6',-6,'1','1','-6','5','-6',2000,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',10,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',2100,600,1200,8050,'1','-6','-6','-6','-6',-9,-6,-6,6050,'5','1',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','2','1',770000,-6,-6,1,'1',-6,1,679,-6,1158,'-6',-6,'-6','-6',1,-6,'-6','-6','2',700000,'-6',2885,'-6','-6',1,0,'1','2','2','2',52,'1','2',45,-6,0,0,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'1','2',2,'1','2','2','2',0,'1','2',0,'2','2','2',2,'1','1','1','1','-6','1',2,'1','-6','2','2','1','2','2','2','2','1','2','2','2','2',60000,0,-6,'2','2','-6','1','2','2','2','1','2','2','2','2','-6','-6',59987,59987,104987,104987,'1',-6
'99','89','2','4','5775','1',2,'2',1,1,1930,'-6',0,3,-6,'3','1',0,0,-6,'2','2','-6','2','2','-6',0,0,1,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,1,3000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'-6','2',0,0,'-6','-6','1','1','1','-6','1',0,'1',3,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,400,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','1','2',9,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,70,-6,-6,'-6',-6,'-6','2',-6,950,'2','-6','-6',-6,'-6',950,'-6','-6',1,0,'-6','2','1','1',50,'1','2',44,-6,0,0,'6','057',-6,'2','1','2',1,'1','2','2','01',2,'1','2',-6,'1','1','2','2',0,'1','2',0,'2','-6','-6',1,'2','6','1','1','-6','1',1,'0','-6','2','2','2','2','2','2','2','2','2','2','2','1',8400,0,-6,'2','2','2','2','2','2','2','2','2','2','2','1','2','-6',8400,8400,8400,8400,'2',8400
'99','89','1','4','5775','1',2,'1',1,3,1930,'-6',0,4,-6,'3','1',0,1,-6,'1','1','-6','1','2','-6',0,0,1,'2','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',1,1,3600,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','-6','1',0,'1',6,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','2','-6','2','1',1,1100,'-6','-6',-6,'1','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','2','2','2','1','2','-6','2','2','1','2','2','2','-6','3','2','2',10,'2','-6','2','2','2','2','2','1','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','4','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,96,80,-6,'2','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','2','1',-6,-6,-6,-6,'-6',-6,-6,750,-6,-6,'-6',-6,'-6','2',-6,1695,'2','-6','-6',-6,'-6',1782,'-6','-6',1,0,'-6','2','2','2',30,'1','2',43,-6,0,0,'6','057',-6,'2','2','2',1,'2','2','2','01',2,'2','2',-6,'1','2','2','2',0,'1','1',1,'1','-6','-6',2,'1','6','1','1','-6','1',2,'1','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,56000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','2','-6',-13,9987,55987,115987,'1',-6
'99','89','2','4','5775','1',2,'2',1,1,1995,'-6',0,-6,3,'3','1',0,0,-6,'2','1','-6','2','-6','2',0,0,3,'-6','-6',2,'-6','-6','2','1',0,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',45,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',3,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,700,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','-9','-6','1','2','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','-6','2','-6','2','-9','2',-9,'-9','-6','2','2','2','-9','-9','-6','-6','-9','-9','-9','-6','-9','-9','-9','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','3','1','-6','-6','-6','-9','-9',-6,-6,-6,-6,'-6',-6,-6,1,-6,-6,'-9',-6,'-6','-9',-6,80,'-9','-6','-6',-6,'-6',124,'-6','-6',1,1,'-6','2','2','2',79,'4','2',39,1992,0,0,'3','207',-6,'2','2','2',1,'2','2','2','04',2,'1','2',-6,'1','2','2','2',0,'-9','1',0,'1','-6','-6',1,'3','-9','2','2','-6','1',1,'1','-6','2','2','2','2','2','2','2','2','2','2','2','2',-13,0,-6,'2','2','-9','2','2','2','2','2','2','2','2','2','-9','-6',-13,-13,-13,-13,'-9',-9
'99','89','2','4','7400','1',2,'1',2,3,1975,'-6',0,4,-6,'3','1',0,1,-6,'2','1','2','1','2','-6',0,0,1,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',1,1,24000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',6,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,1600,'-6','-6',-6,'1','1','-6','5','-6',2008,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',8,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',1000,390,900,4050,'1','-6','-6','-6','-6',-9,-6,-6,3000,'2','1',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',390000,-6,-6,1,'1',-6,1,882,-6,1783,'-6',-6,'-6','-6',1,-6,'-6','-6','1',350000,'-6',2809,'-6','-6',1,0,'1','2','2','2',41,'1','2',39,-6,1,1,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'1','2',2,'1','2','2','2',1,'1','2',0,'1','2','2',3,'2','1','1','1','-6','1',2,'0','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,104000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','-6','-6',-39,-39,163961,163961,'1',-6
'99','89','2','4','5775','1',2,'1',2,4,1970,'-6',0,3,-6,'3','1',0,0,-6,'1','1','2','1','2','-6',0,1,1,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,1,7000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',7,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','1','-6','2','1',1,1500,'-6','-6',-6,'1','1','6','5','-6',2001,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','1','-6','1','-6','2',7,'1','2','2','2','2','2','2','-6','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','4','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','2','2','2','1','2','2','-6','-6','1',1170,792,2160,1350,'1','-6','-6','-6','-6',67,-6,-6,150,'5','1',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',270000,-6,-6,1,'1',-6,1,158,-6,1202,'-6',-6,'-6','-6',1,-6,'-6','-6','2',390000,'-6',1877,'-6','-6',2,1,'1','2','1','2',70,'1','1',40,-6,0,0,'3','057',-9,'2','2','2',2,'2','2','2','01',1,'2','1',-9,'1','2','2','2',0,'1','2',0,'2','2','2',3,'1','6','1','1','-6','1',3,'2','-6','2','2','2','2','2','2','2','2','1','2','2','2',7488,0,-6,'2','2','-6','2','2','2','2','2','1','2','2','2','-6','-6',7462,7462,28462,28462,'2',7888
