,County Name,State,ObamaVotes.12,RomneyVotes.12,votes_dem.16,votes_gop.16,total_votes.16,per_dem.16,per_gop.16,diff.16,per_point_diff.16,bushVote.04,kerryVote.04,Total.Precincts.08,Precincts.Reporting.08,Obama.08,McCain.08,Other.08,name,x_coord,y_coord,state_abbr,total_population,white_population,white_population_error,black_population,black_population_error,total_households,average_household_size,average_family_size,fertility,enrolled_hs,enrolled_higher_ed,edu_less_than_9th,edu_hs_no_diploma,edu_hs_diploma,edu_college_no_degree,edu_college_bachelors,edu_college_graduate_professional,in_labor_force_yes,in_labor_force_no,public_transportation_to_work,working_at_home,occupation_management_business_science_arts,income_less_than_10000,income_10000_to_24999,income_25000_to_49999,income_50000_to_99999,income_100000_to_149999,income_150000_to_199999,income_more_than_200000
19,adams,indiana,3800,8936,2802,9642,13039,0.2148937802,0.739473886,2260,1646,9733,3512,25,25,4928,8402,170,Adams,-84.935843,40.745468,IN,34162,33126,362,NA,NA,12243,2.76,3.32,682,1940,1497,1864,1689,8781,4012,1685,832,17150,7519,20,567,3577,715,2176,4025,4112,928,928,116
20,adams,iowa,1018,1103,565,1393,2082,0.2713736792,0.6690682037,2522,1102,1313,973,12,12,1113,1039,35,Adams,-94.702444,41.033055,IA,4127,4014,899,NA,NA,1764,2.24,2.78,91,229,126,163,171,1304,652,341,132,2239,1170,5,195,696,151,391,492,536,121,121,37
21,adams,mississippi,7999,5542,6921,5125,12214,0.5666448338,0.4196004585,673,173,6487,7844,20,20,7630,5300,94,Adams,-91.351407,31.479606,MS,32659,13111,88,19280,311,12354,2.61,3.52,414,1725,2106,1393,2918,6916,4422,2379,1705,13810,12392,44,299,3441,2399,3327,3321,2278,608,608,206
22,adams,nebraska,3991,8235,3272,9205,13172,0.2484057091,0.6988308533,2091,1320,9119,3752,28,28,4624,8163,215,Adams,-98.500336,40.522949,NE,31126,29464,380,NA,NA,12403,2.42,2.93,481,1714,2322,852,1328,6404,4858,2716,1559,16922,7529,50,682,4648,798,2641,3379,4244,856,856,301
23,adams,north dakota,328,916,216,904,1206,0.1791044776,0.7495854063,2267,1848,910,351,1,1,434,785,48,Adams,-102.534333,46.092879,ND,2348,2254,584,NA,NA,1015,2.08,2.63,14,126,33,184,74,706,375,282,41,1197,776,0,213,468,74,267,314,298,44,44,8
24,adams,ohio,3857,6691,2293,8445,11063,0.2072674681,0.7633553286,2140,1778,7480,4189,35,35,4041,6725,297,Adams,-83.477769,38.843296,OH,28578,27967,800,NA,NA,10754,2.63,3.17,441,1667,918,1919,2915,8817,2367,1146,895,11914,10180,174,562,2860,1422,2807,3172,2468,646,646,103
25,adams,pennsylvania,14893,26490,14077,31249,47138,0.2986337986,0.6629258772,611,954,27883,13600,49,49,17475,26134,507,Adams,-77.217656,39.869594,PA,100839,93905,699,1518,262,38331,2.53,2.97,1380,5705,7056,3568,6818,29420,10829,7645,4945,54853,26028,170,1704,14902,1716,5262,9718,14526,5277,5277,753
26,adams,washington,1516,3111,1118,2740,4081,0.2739524626,0.6714040676,545,1101,3727,1312,11,9,1346,2822,73,Adams,-118.55691,46.988989,WA,17884,11598,1001,NA,NA,5599,3.15,3.45,503,1178,351,2034,1212,2874,1617,857,485,8071,4305,48,307,1899,418,1161,1824,1666,366,366,92
27,adams,wisconsin,5537,4643,3780,5983,10107,0.3739982191,0.5919659642,893,414,4890,5447,20,20,5808,3976,167,Adams,-89.773485,43.967112,WI,21044,19677,881,695,936,9341,2.1,2.5,266,993,611,671,1924,6906,3714,1127,617,9139,8799,6,425,1698,650,1895,3264,2767,542,542,72
28,addison,vermont,12290,5214,11217,5297,17592,0.6376193724,0.301102774,2089,854,7077,11147,23,23,13232,5652,278,Addison,-73.142548,44.030571,VT,36841,35253,21,NA,NA,14080,2.42,2.9,288,2386,3529,808,1670,8300,3799,4567,3331,20897,9332,117,1644,7739,800,1805,3676,5175,1789,1789,355
29,aiken,south carolina,23953,41157,25426,45981,74773,0.3400425287,0.6149412221,830,619,38912,19687,78,78,25982,42706,814,Aiken,-81.638521,33.546053,SC,156670,109892,892,39145,570,62072,2.49,3.01,1815,8922,9037,6192,11096,33661,22177,15796,9139,73955,50553,149,2129,22600,6281,11800,15402,18513,6696,6696,1376
30,aitkin,minnesota,4412,4533,3134,5516,9185,0.3412084921,0.6005443658,990,566,4768,4539,54,54,4595,4589,201,Aitkin,-93.413732,46.606591,MN,16325,15603,881,NA,NA,7903,2.05,2.44,128,752,341,475,1012,4990,3010,1301,503,7603,6160,23,409,1844,597,1774,2518,2263,564,564,61
31,alachua,florida,69634,48765,75370,46584,127827,0.5896250401,0.36443005,1214,440,47615,62348,69,69,73134,47025,1413,Alachua,-82.35834,29.676032,FL,244247,173051,1050,48755,843,97540,2.32,2.95,2357,9520,59101,5489,9114,29514,24371,29586,28226,125027,80426,3898,3969,52095,13374,19642,24419,24085,9382,9382,3436
32,alamance,north carolina,28341,37712,29268,38235,69264,0.4225571726,0.5520183645,2620,109,32914,20334,39,39,28590,34501,433,Alamance,-79.39844,36.043667,NC,147072,103107,1006,26668,701,59000,2.43,2.93,2040,8249,10315,7305,10796,29181,20624,14259,6585,77396,38936,114,2050,21838,4783,11904,16606,18113,5318,5318,1069
33,alameda,california,392175,97060,337524,64010,424517,0.7950777001,0.1507831253,1147,2119,107489,326675,1041,1041,374922,93372,8818,Alameda,-121.913948,37.653853,CA,1477980,677040,695,186492,174,532026,2.72,3.38,19325,80063,136509,74636,66031,201888,182582,239192,161685,784564,393948,78933,35584,316151,29264,69585,97912,153866,91726,91726,44701
34,alamosa,colorado,3782,2693,3168,3031,6897,0.4593301435,0.4394664347,339,346,3137,2975,8,8,3521,2635,130,Alamosa,-105.784847,37.571634,CO,15293,12333,678,NA,NA,5798,2.38,3.04,237,815,2416,659,575,2509,2236,1181,1229,7401,4499,0,228,2338,968,1132,1745,1232,500,500,64
35,alaska,alaska,NA,NA,93003,130413,246588,0.3771594725,0.528870018,1533,190,NA,NA,438,438,80505,136585,5005,NA,NA,NA,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,albany,new york,80891,42029,74775,44227,125644,0.5951338703,0.3520024832,1294,499,51297,81666,345,345,86096,47629,2512,Albany,-73.971738,42.602898,NY,304032,239946,975,36817,977,124391,2.3,2.99,3510,15857,34336,6256,12539,54139,32310,39642,35871,164853,85105,7673,5436,66685,8878,17874,29257,38573,17988,17988,4942
37,albany,wyoming,7445,7851,6888,7601,16420,0.4194884287,0.462911084,2314,1246,8879,7032,22,22,8618,7981,413,Albany,-105.743583,41.649318,WY,34926,30940,442,NA,NA,14591,2.22,2.85,441,1363,10645,467,784,3130,3820,5057,3733,20838,9048,320,942,8810,1995,2598,3639,4029,1654,1654,356
38,albemarle,virginia,29712,23263,33297,19232,56134,0.5931699148,0.3426087576,372,528,21189,22088,29,29,29792,20576,513,Albemarle,-78.556228,38.025947,VA,96633,79493,758,9563,540,37459,2.45,3.04,1096,4599,11797,2626,3145,11929,9606,16392,16228,50184,27605,1185,3358,25201,2148,4212,7976,11724,5684,5684,3095
39,alcona,michigan,2462,3571,1732,4201,6179,0.2803042564,0.6798834763,1037,1111,3590,2871,12,12,2896,3404,84,Alcona,-83.27288,44.712243,MI,11238,10998,257,NA,NA,4608,2.43,2.94,77,559,309,337,1064,3758,2012,681,424,4137,5643,7,313,809,363,1229,1520,1194,202,202,52
40,alcorn,mississippi,3449,11027,2684,11817,14781,0.1815844665,0.7994722955,2639,2028,8605,5425,16,16,3701,9752,223,Alcorn,-88.576325,34.877376,MS,36708,31934,334,4095,131,13685,2.66,3.29,300,2015,1334,2108,3613,9046,4159,2873,1120,15711,13082,79,192,3922,1754,3783,3503,3319,1019,1019,145
41,alexander,illinois,1961,1485,1262,1496,2820,0.4475177305,0.5304964539,966,2488,1823,1978,11,11,2189,1692,56,Alexander,-89.339803,37.194333,IL,8449,5242,819,3011,62,3316,2.38,3.15,71,510,453,465,909,2109,1173,382,160,3492,3231,24,24,689,603,802,858,934,91,91,28
42,alexander,north carolina,4591,12207,3750,13826,18011,0.2082060963,0.7676419966,9,1792,10678,4657,18,18,5153,11747,187,Alexander,-81.176957,35.92184,NC,36797,32700,362,1862,304,13419,2.73,3.45,567,2022,1478,2325,3879,9890,4370,2086,917,18396,10819,63,453,3791,1104,3146,3688,4277,757,757,270
43,alexandria,virginia,52434,20205,57147,13241,74384,0.7682700581,0.1780087116,1723,1927,19844,41116,27,27,50473,19181,526,Alexandria city,-77.086178,38.821,VA,133647,84765,81,29378,913,63738,2.08,2.96,2248,3809,11162,4676,4496,12831,13829,31615,29362,88785,24430,18703,3034,48744,2316,5083,10571,20503,12566,12566,7166
44,alfalfa,oklahoma,278,1539,216,1931,2256,0.0957446809,0.8559397163,608,2402,2201,470,11,11,411,2023,0,Alfalfa,-98.323046,36.731338,OK,5621,5018,714,NA,NA,2032,2.21,2.65,60,259,111,230,558,1531,1066,535,234,2306,2432,0,127,801,111,399,604,696,112,112,71
45,alger,michigan,2212,2329,1663,2585,4513,0.3684910259,0.5727897186,2648,372,2316,2395,14,14,2472,2188,90,Alger,-86.484176,47.160436,MI,9604,8366,498,789,187,3688,2.24,2.73,69,545,255,358,661,3196,1382,917,330,3788,4376,47,224,915,296,800,1194,1062,237,237,47
46,allamakee,iowa,3511,3230,2409,4072,6837,0.3523475208,0.595582858,572,500,3523,3437,12,12,3962,2961,94,Allamakee,-91.373077,43.279771,IA,14331,13837,124,NA,NA,5807,2.37,2.9,156,1038,503,671,621,4595,1754,963,368,7718,3661,51,670,1926,259,1051,1852,2157,370,370,45
47,allegan,michigan,19594,29023,17932,33812,55153,0.3251319058,0.6130582199,515,673,32952,19227,48,48,23526,29526,1025,Allegan,-86.250044,42.565,MI,111385,103163,717,1433,317,42078,2.62,3.04,1725,6823,5093,3033,5061,28472,16513,9689,4460,56049,29190,92,1946,13907,2423,6495,12028,15327,4198,4198,762
48,allegany,maryland,9001,18158,6665,20025,27804,0.2397137103,0.7202201122,315,1452,17825,9769,36,36,10564,18197,558,Allegany,-78.6896,39.630789,MD,74638,66952,150,5324,479,28777,2.34,2.94,549,3852,6265,2211,5434,22067,9561,4358,3796,33846,28936,204,847,8548,2900,6451,7861,8370,2236,2236,377
49,allegany,new york,5658,9609,4473,11712,17111,0.2614107884,0.6844719771,2335,1208,11560,6067,40,40,6396,10308,318,Allegany,-78.021991,42.254909,NY,49105,47388,936,507,819,18987,2.35,2.85,642,2525,5964,1145,2435,12253,5242,2758,2941,23968,15824,204,813,6996,1616,4053,5850,5593,1347,1347,167
50,alleghany,north carolina,1574,3378,1300,3789,5214,0.2493287303,0.7266973533,1042,1433,2844,1898,9,9,2017,3117,79,Alleghany,-81.130166,36.494291,NC,11084,10025,484,NA,NA,4971,2.06,2.6,73,641,425,961,1345,2426,1427,897,404,5117,4179,0,224,1188,793,1332,1529,933,265,265,45
51,alleghany,virginia,3403,3595,2165,4873,7306,0.2963317821,0.6669860389,1135,987,3962,3203,14,14,3553,3715,94,Alleghany,-80.013426,37.784462,VA,16406,15250,991,979,65,6964,2.29,2.79,159,993,739,934,1199,4498,2204,1141,608,7820,5543,25,114,2106,426,1530,2090,2127,642,642,51
52,allegheny,pennsylvania,348151,259304,363017,257488,643173,0.5644157948,0.4003401884,59,233,268387,363674,1321,1321,368453,269819,5880,Allegheny,-79.981194,40.46895,PA,1223066,1003321,1060,158648,49,522703,2.27,2.97,14063,61446,102861,19206,52439,276906,143072,175350,116567,640499,367865,57941,19535,244348,42259,97082,131426,154833,57099,57099,21039
53,allen,indiana,59834,84378,55222,83801,145787,0.3787854884,0.5748180565,1204,333,81586,46385,294,287,70844,77102,1109,Allen,-85.06417,41.091279,IN,351332,282369,5,41063,969,135807,2.55,3.15,5724,22069,23071,9216,16441,70572,48300,39680,18473,181664,85350,1026,5477,55288,8630,21954,39073,45467,13976,13976,3074
54,allen,kansas,1842,3261,1398,3575,5314,0.2630786601,0.6727512232,882,1144,3808,1885,21,21,2130,3481,111,Allen,-95.300019,37.888433,KS,13473,12624,1002,NA,NA,5575,2.36,2.86,140,775,873,267,691,3215,2273,1026,559,6942,3695,10,334,1838,511,1119,1755,1797,319,319,28
55,allen,kentucky,1808,5184,1349,6466,8085,0.1668521954,0.7997526283,1910,2087,5202,1923,13,13,2023,5258,108,Allen,-86.190429,36.751657,KY,19688,19083,1073,NA,NA,7811,2.47,2.95,404,1249,744,1905,1558,5189,2327,810,582,8685,6838,24,243,1746,1015,1992,2159,2279,285,285,17
56,allen,louisiana,2616,6495,2106,6867,9245,0.2277988102,0.742779881,1822,1605,5140,3791,30,30,2891,6333,243,Allen Parish,-92.827953,30.655811,LA,25816,18492,1125,5854,195,8388,2.57,3.05,315,1428,990,1828,3135,7080,2954,1020,586,9536,11140,10,193,2050,869,1963,2476,2182,670,670,49
57,allen,ohio,16869,28802,12815,29858,44636,0.2871000986,0.6689219464,600,1036,31629,15822,121,121,16575,26167,706,Allen,-84.106099,40.77028,OH,106586,89096,477,12796,662,40719,2.51,3.04,1483,6155,8082,1696,7191,29125,14040,6826,4130,53294,30568,198,962,12484,3520,8175,11101,12845,3728,3728,545
58,allendale,south carolina,3335,894,2722,788,3578,0.7607602012,0.220234768,768,1708,984,2563,13,13,3017,940,58,Allendale,-81.354905,32.990877,SC,10688,2698,15,7827,838,3458,2.63,3.32,93,613,476,689,1231,2811,1070,675,271,3638,4933,118,31,747,949,1038,653,565,169,169,48
59,alpena,michigan,6549,7298,4877,9090,14688,0.3320397603,0.618872549,1674,666,7665,7406,18,18,7705,7125,255,Alpena,-83.197631,45.037017,MI,29958,29241,819,NA,NA,13357,2.21,2.7,382,1644,1645,829,1822,7450,5409,1938,1370,14353,10115,41,665,3941,1119,3524,3876,3528,977,977,118
60,alpine,california,389,236,318,211,575,0.5530434783,0.3669565217,76,301,311,373,5,5,422,252,17,Alpine,-119.804453,38.57918,CA,1176,758,222,NA,NA,410,2.87,3.22,8,83,127,6,53,198,213,123,100,596,323,0,102,261,17,41,115,128,62,62,16
61,amador,california,6001,8903,3420,6069,10049,0.3403323714,0.6039406906,1105,584,10479,6211,59,59,7321,9818,369,Amador,-120.655265,38.444419,CA,38327,33641,496,714,187,14715,2.31,2.73,281,2454,1135,820,2847,8902,8324,3841,1703,16172,16576,96,672,4513,551,2201,3878,5200,1821,1821,288
62,amelia,virginia,2488,4324,2150,4704,7035,0.3056147832,0.6686567164,1069,948,3499,1862,6,6,2488,3970,68,Amelia,-77.977328,37.337386,VA,12517,9228,206,2954,345,4901,2.51,3,159,799,328,627,1269,3443,1704,748,382,6107,3862,17,355,1539,278,842,1322,1686,461,461,115
63,amherst,virginia,5898,8865,4986,9643,15164,0.3288050646,0.6359140069,1798,739,7758,4866,12,12,6094,8470,120,Amherst,-79.142385,37.611246,VA,32315,24762,533,6201,236,12706,2.36,2.8,314,1908,2432,2008,2748,7673,4577,2223,1198,16225,10191,72,529,4172,1004,2351,3562,4337,1133,1133,112
64,amite,mississippi,3218,4393,2688,4282,7033,0.3821982084,0.608844021,521,447,4106,2973,21,21,3320,4214,57,Amite,-90.800782,31.173239,MS,13318,7613,171,5603,703,4993,2.67,3.51,244,702,274,1160,1197,3542,1944,552,281,5060,5421,0,97,936,933,1457,1365,859,192,192,53
65,anderson,kansas,937,2246,665,2386,3277,0.2029295087,0.7281049741,615,1649,2490,1291,19,19,1161,2329,107,Anderson,-95.292028,38.215679,KS,8084,7766,135,NA,NA,3188,2.49,2.95,138,472,228,292,403,2267,1243,671,201,4205,2064,0,226,1202,124,787,1012,994,180,180,46
66,anderson,kentucky,3315,6822,2634,8242,11414,0.2307692308,0.722095672,2020,1490,6363,3141,14,14,3461,6884,205,Anderson,-84.98752,38.00423,KY,21080,20297,108,NA,NA,8319,2.51,2.89,261,1278,1121,627,1189,5769,3123,1465,984,11294,5071,25,172,3494,435,1232,2289,3198,845,845,86
67,anderson,south carolina,22315,48493,21040,56109,80296,0.2620304872,0.698777025,1461,1260,43313,20670,81,81,23807,48389,962,Anderson,-82.638192,34.52005,SC,183691,148549,687,28906,743,71973,2.5,2.97,2426,9824,9693,8143,15860,41458,24654,14769,7479,88739,55471,329,1861,23739,6622,15491,18699,22313,5994,5994,1186
68,anderson,tennessee,10112,18941,9010,19201,29723,0.3031322545,0.6459980486,18,876,18510,12896,29,29,11385,19614,498,Anderson,-84.197066,36.112832,TN,74257,68795,423,3096,405,30939,2.38,2.96,955,3926,2716,3322,5164,18493,10116,6713,4782,34271,25356,21,730,10507,2851,6305,8215,9080,2989,2989,663
69,anderson,texas,3796,12235,3358,13165,16887,0.1988511873,0.7795937704,2718,1886,11495,4664,25,25,4624,11855,115,Anderson,-95.647441,31.812084,TX,58016,42302,775,12507,316,15904,2.86,3.53,693,3814,2749,3410,6948,14956,8316,3465,1200,20985,26859,95,425,4577,1689,3228,4400,4577,1319,1319,360
70,andrew,missouri,2649,5457,2045,6665,9140,0.2237417943,0.7292122538,1789,1557,5135,3069,23,23,3345,5279,166,Andrew,-94.800896,39.987655,MO,17006,16436,1159,NA,NA,6633,2.55,2.93,291,1016,728,300,897,4798,2664,1612,752,9446,3890,6,382,2759,391,1118,1615,2445,850,850,53
71,andrews,texas,794,3636,836,3925,4926,0.1697117337,0.7967925294,1307,2063,3837,677,5,5,790,3815,18,Andrews,-102.639393,32.298585,TX,14048,11707,836,NA,NA,5205,2.7,3.12,131,1044,349,1353,982,2625,2196,774,285,6920,3582,46,182,1322,402,813,1439,1471,670,670,212
72,androscoggin,maine,28912,22210,22975,28189,55340,0.415160824,0.5093783881,1930,2538,24453,30345,26,26,30635,22597,1144,Androscoggin,-70.207899,44.1658,ME,107882,100841,334,1792,493,44040,2.34,2.84,1672,5814,7253,4283,5673,29136,14537,9173,4316,57433,29105,162,1664,16218,3315,8689,12541,14347,3706,3706,586
73,angelina,texas,7833,20301,7538,21666,29870,0.2523602277,0.7253431537,376,1412,18920,9293,47,47,9377,19569,189,Angelina,-94.606858,31.256099,TX,85254,65373,1106,12996,496,31100,2.64,3.15,1388,5295,3616,5159,6794,16471,13386,6028,2597,38317,26563,146,609,10008,2512,6890,9401,8703,2461,2461,479
74,annearundel,maryland,115960,118165,116074,114509,242939,0.4777907211,0.4713487748,497,18,124071,95171,189,189,122064,127336,3819,Anne Arundel,-76.569358,38.992333,MD,527020,405695,127,78250,46,195999,2.59,3.11,7897,29722,37469,10051,25538,92884,74961,74206,52542,293110,124620,8497,10593,117598,5873,14946,31278,64835,42719,42719,17498
75,anoka,minnesota,88611,93430,75499,93341,184084,0.4101334174,0.5070565611,667,2549,91853,80226,124,124,86977,91357,3284,Anoka,-93.24083,45.274163,MN,327544,288216,918,12577,814,120026,2.69,3.16,4590,21800,18490,4831,10578,65078,54060,39606,15412,188274,62890,4988,6192,62560,3637,11527,25184,47957,21988,21988,3669
76,anson,north carolina,6894,4125,5785,4480,10394,0.5565710987,0.4310178949,289,99,3788,5350,13,13,6293,4067,43,Anson,-80.102273,34.974665,NC,26785,12473,117,13248,487,9535,2.54,3.17,343,1596,923,860,3273,8392,3024,1136,414,11475,10013,39,392,2161,1009,2159,3686,2149,315,315,133
77,antelope,nebraska,571,2585,381,2717,3220,0.1183229814,0.8437888199,963,2343,2739,610,14,14,754,2367,36,Antelope,-98.071526,42.177729,NE,6742,6642,135,NA,NA,2792,2.35,2.81,153,423,204,192,288,1901,1068,562,212,3422,1927,0,356,1211,138,769,879,792,166,166,30
78,antrim,michigan,5107,7917,4448,8469,13572,0.3277335691,0.624005305,1623,704,8379,5072,16,16,6079,7506,267,Antrim,-85.176863,45.005952,MI,23975,23137,267,NA,NA,10043,2.33,2.75,250,1287,741,398,1419,6473,3863,2413,1631,11084,8458,62,654,2706,669,2141,3043,3008,807,807,192
79,apache,arizona,16833,8198,12196,5315,18659,0.6536255962,0.2848491345,2268,975,8068,15082,45,45,15141,8381,292,Apache,-109.488456,35.38362,AZ,70312,16895,533,NA,NA,18859,3.61,4.55,961,6244,3182,6433,4785,12695,8957,2732,1402,22305,28345,122,600,6029,3796,4622,4658,4427,1018,1018,179
80,appanoose,iowa,2934,3153,1813,4031,6096,0.2974081365,0.6612532808,902,951,3328,3047,14,14,2964,3081,102,Appanoose,-92.868827,40.741209,IA,13029,12670,703,NA,NA,5573,2.32,2.94,232,783,492,541,630,3751,1813,1023,481,6474,3887,19,386,1762,558,1462,1798,1355,253,253,86
81,appling,georgia,1756,5231,1434,5492,7003,0.2047693845,0.7842353277,1631,1882,4494,1848,19,19,1846,5085,65,Appling,-82.28558,31.753389,GA,18050,12942,341,3510,360,7145,2.51,3.11,184,888,641,910,2130,5321,2081,623,386,8338,5436,12,121,1931,629,1917,1977,1837,677,677,30
82,appomattox,virginia,2453,5340,2023,5714,7954,0.2543374403,0.718380689,1521,1372,4366,2191,10,10,2641,4903,80,Appomattox,-78.810027,37.369929,VA,14653,11218,1095,3246,79,5976,2.44,2.79,176,746,595,824,1236,4281,2106,791,418,7481,4345,0,129,1726,543,1114,1390,2275,581,581,26
83,aransas,texas,2703,6829,2458,7730,10467,0.2348332856,0.7385115124,1947,1551,6567,2639,7,7,3005,6691,79,Aransas,-96.987988,28.095649,TX,23247,21134,539,NA,NA,10056,2.29,2.67,473,1165,839,1252,1236,5311,4018,2659,1347,9895,9134,0,512,2931,823,2255,2574,2773,994,994,340
84,arapahoe,colorado,135433,114232,148365,109638,281658,0.5267558528,0.3892593145,1580,138,114703,105008,369,369,128366,100409,3392,Arapahoe,-104.331552,39.644335,CO,552860,418778,419,54109,70,218909,2.5,3.09,7824,33035,35543,14750,19878,78553,83149,89770,47226,307666,118732,12336,14642,110342,13577,27872,51443,71583,31154,31154,11671
85,archer,texas,525,3599,394,3785,4269,0.0922932771,0.8866245022,1420,2455,3545,877,15,15,739,3591,26,Archer,-98.690961,33.614468,TX,9055,8742,1002,NA,NA,3363,2.67,3.13,138,575,260,304,669,2277,1416,892,246,4362,2672,0,168,1163,203,648,792,1101,444,444,67
86,archuleta,colorado,2637,3831,2489,4234,7290,0.3414266118,0.5807956104,642,484,2555,2111,8,8,2822,3618,149,Archuleta,-107.052349,37.18671,CO,12136,10929,676,NA,NA,3377,3.59,4.26,81,884,735,112,365,1583,1704,1799,952,5581,3718,24,382,1519,117,496,853,1316,286,286,181
87,arenac,michigan,3669,4054,2238,4704,7457,0.300120692,0.6308166823,1034,830,4071,4076,20,20,4155,3807,166,Arenac,-83.752416,44.045468,MI,16487,15781,679,NA,NA,6686,2.33,2.83,112,951,521,672,1572,5041,2569,843,437,7091,6591,69,325,1654,570,1626,2241,1780,318,318,59
88,arkansas,arkansas,2454,3892,1939,3825,6167,0.314415437,0.620236744,737,735,3783,3105,26,26,2616,4184,174,Arkansas,-91.376344,34.288872,AR,19321,13898,828,4712,41,8202,2.28,2.78,307,1135,633,1110,1616,4988,2756,1214,676,9960,5560,23,215,2610,875,1921,2375,2146,639,639,108
89,arlington,virginia,81178,34433,91879,20155,119344,0.7698669393,0.1688815525,2321,1965,29635,63987,52,52,78994,29876,982,Arlington,-77.101909,38.878726,VA,197467,138579,56,16871,600,91892,2.11,2.93,2860,6406,18116,5854,5178,13811,13491,49024,53663,134246,35095,35101,6153,84684,3761,5702,10994,27849,19377,19377,13834
90,armstrong,pennsylvania,8694,19231,6849,22676,30446,0.2249556592,0.7447940616,509,1626,18871,11999,74,74,10729,17715,392,Armstrong,-79.464222,40.812435,PA,69489,68107,1077,589,850,28814,2.37,2.87,774,3738,2399,2223,3905,25953,7108,4970,1976,34344,22450,97,901,8344,2037,5934,8738,9172,2314,2314,207
91,armstrong,texas,98,828,70,924,1017,0.0688298918,0.9085545723,2564,2490,826,170,8,8,128,856,6,Armstrong,-101.352778,34.965951,TX,1958,1902,104,NA,NA,706,2.6,2.94,21,74,76,20,97,370,397,258,98,921,601,0,42,299,44,110,145,294,84,84,5
92,aroostook,maine,17844,15229,13377,19419,34963,0.3826044676,0.5554157252,2119,261,17726,19539,71,71,19303,15862,738,Aroostook,-68.590815,46.648386,ME,72412,69379,157,459,1117,30672,2.3,2.84,683,3900,4239,4089,4272,20176,10257,6116,2259,34687,24908,47,1296,9470,3007,7829,9015,8443,1685,1685,325
93,arthur,nebraska,30,227,16,237,263,0.0608365019,0.9011406844,897,2492,238,24,1,1,39,217,6,Arthur,-101.696308,41.571593,NE,426,420,916,NA,NA,178,2.39,2.85,2,24,5,8,12,73,95,38,13,225,92,0,73,109,5,23,88,47,13,13,0
94,ascension,louisiana,16343,33846,16471,36135,54663,0.3013189909,0.6610504363,786,937,24661,13955,61,61,14620,31225,707,Ascension Parish,-90.909113,30.202863,LA,102501,76344,772,22772,354,35640,2.85,3.28,1600,6487,4678,2517,6087,24951,13520,10049,4027,51713,24806,34,1374,16802,1944,4549,7702,12107,6304,6304,1186
95,ashe,north carolina,4100,8207,3476,9353,13160,0.2641337386,0.7107142857,2080,1304,7254,4453,19,19,4861,7885,193,Ashe,-81.501738,36.433061,NC,26787,25739,274,NA,NA,11848,2.23,2.69,251,1119,1068,1876,2718,6470,3848,2185,1207,13271,8927,0,346,2964,1483,2894,3284,3198,611,611,143
96,ashland,ohio,8083,15225,5659,17169,24074,0.2350668771,0.7131760405,152,1440,15826,8345,65,65,9027,14788,692,Ashland,-82.27214,40.843012,OH,53341,51920,50,NA,NA,20040,2.52,3.01,719,2823,3956,1515,3487,15290,5740,3654,2418,26115,16053,42,1298,6705,1483,3663,6007,6815,1495,1495,213
97,ashland,wisconsin,5387,2816,4136,3428,7926,0.5218268988,0.4325006308,2304,2518,3313,5705,26,26,5697,2507,96,Ashland,-90.558463,46.708333,WI,16212,13702,1052,NA,NA,6967,2.24,2.78,241,868,1194,372,759,3907,2203,1580,658,8607,4340,79,336,2125,621,1644,2200,2043,316,316,59
98,ashley,arkansas,2855,4866,2408,5338,8027,0.299987542,0.6650056061,1241,957,4566,3879,23,23,2883,5166,248,Ashley,-91.772262,33.190783,AR,22126,15307,210,5739,262,8901,2.46,3.01,271,1392,642,808,2008,6693,2747,1529,502,9850,7446,49,103,2210,1094,2241,2388,2369,627,627,114
99,ashtabula,ohio,22964,17890,15191,22755,39809,0.3815971263,0.5716044111,2397,310,20621,23545,127,127,24233,18464,2043,Ashtabula,-80.755929,41.890073,OH,101867,94974,596,3516,521,38911,2.54,3.05,990,6446,4816,3329,7617,31917,13131,5910,3065,48205,32017,180,1208,11148,3458,8264,11208,12186,2823,2823,342
100,asotin,washington,3993,5647,3118,5712,9684,0.3219743907,0.5898389095,1084,599,5306,3310,23,21,4114,5407,190,Asotin,-117.18502,46.182485,WA,21363,20044,120,NA,NA,8977,2.36,2.9,431,1165,904,366,1298,5262,4094,1630,1083,10020,7212,100,229,2682,573,1795,2897,2892,543,543,212
101,assumption,louisiana,4754,6082,3931,6714,10904,0.3605099046,0.6157373441,1166,549,4966,5585,23,23,4756,5981,223,Assumption Parish,-91.063961,29.899078,LA,23487,15840,45,7160,206,8467,2.75,3.27,381,1388,693,2342,2419,6683,2171,923,391,10061,8368,95,114,2084,781,1585,2214,2782,762,762,131
102,atascosa,texas,5128,7451,4635,8598,13605,0.3406835722,0.6319735391,1602,685,7596,4397,24,24,4400,5546,47,Atascosa,-98.527509,28.889887,TX,44049,33738,123,NA,NA,14521,3,3.41,656,2763,1512,3978,3207,10217,5476,1995,1015,20471,12144,72,357,4614,1473,2661,3978,4644,1261,1261,286
