Institution ID,Number of full-time undergraduates
153269,3035.0
153278,1641.0
153296,848.0
153302,205.0
153311,5507.0
153320,266.0
153339,36.0
153366,1350.0
153375,1934.0
153384,1635.0
153409,399.0
153418,988.0
153427,436.0
153445,4339.0
153463,43.0
153472,4034.0
153524,4682.0
153533,2311.0
153542,20.0
153588,24.0
153597,224.0
153603,25405.0
153621,595.0
153630,5344.0
153658,20279.0
153737,11503.0
153746,128.0
153764,150.0
153773,132.0
153782,120.0
153825,1534.0
153834,2492.0
153861,432.0
153922,1317.0
153977,804.0
154004,1203.0
154013,1219.0
154022,63888.0
154059,2235.0
154095,9694.0
154101,1205.0
154110,3365.0
154129,1112.0
154156,0.0
154165,114.0
154174,82.0
154208,192.0
154235,2392.0
154262,167.0
154332,66.0
154341,95.0
154350,1825.0
154378,2251.0
154396,1149.0
154448,256.0
154457,89.0
154466,86.0
154493,4826.0
154518,762.0
154527,1812.0
154536,0.0
154545,45.0
154572,3544.0
154590,1564.0
154642,2089.0
154688,1746.0
154697,4108.0
154712,1878.0
154721,567.0
154749,460.0
154767,513.0
154776,505.0
154794,154.0
154800,6676.0
154837,21.0
154855,854.0
154907,1612.0
154925,1315.0
154934,1065.0
154952,3173.0
154970,292.0
154998,1398.0
155007,297.0
155025,3392.0
155052,610.0
155061,7574.0
155070,223.0
155089,1478.0
155098,1515.0
155104,1489.0
155140,729.0
155159,104.0
155177,409.0
155186,2148.0
155195,4174.0
155201,896.0
155210,11976.0
155283,1217.0
155292,4718.0
155317,18346.0
155335,1571.0
155353,51.0
155399,18225.0
155414,694.0
155423,885.0
155441,48.0
155450,1256.0
155487,629.0
155496,279.0
155511,613.0
155520,1593.0
155566,1635.0
155593,672.0
155618,541.0
155627,535.0
155636,234.0
155681,6041.0
155715,1130.0
155812,736.0
155830,412.0
155858,1326.0
155867,81.0
155900,1276.0
155937,600.0
155973,683.0
156082,4786.0
156107,2220.0
156125,9961.0
156134,2015.0
156189,569.0
156213,1415.0
156222,0.0
156231,2482.0
156277,74.0
156286,2684.0
156295,1623.0
156310,424.0
156338,2794.0
156356,673.0
156365,2485.0
156392,8560.0
156408,1350.0
156417,123.0
156426,341.0
156444,17.0
156471,994.0
156541,1550.0
156620,12093.0
156648,3762.0
156675,67.0
156727,0.0
156745,1133.0
156754,80.0
156790,2087.0
156842,289.0
156851,1300.0
156860,2269.0
156903,126.0
156921,7950.0
156949,37.0
156967,156.0
157021,1491.0
157030,67.0
157058,1971.0
157076,633.0
157085,20078.0
157100,566.0
157207,0.0
157216,2026.0
157270,378.0
157289,13750.0
157298,0.0
157304,2082.0
157331,2969.0
157359,1628.0
157377,1187.0
157386,6632.0
157401,7711.0
157438,2422.0
157447,10741.0
157456,42.0
157465,233.0
157483,4107.0
157508,112.0
157535,1198.0
157553,2660.0
157599,1637.0
157614,116.0
157632,726.0
157650,230.0
157669,154.0
157678,209.0
157696,541.0
157711,4698.0
157739,2196.0
157748,559.0
157757,1053.0
157766,718.0
157793,4405.0
157809,1331.0
157818,1272.0
157827,132.0
157863,743.0
157951,15115.0
158088,1957.0
158158,91.0
158246,402.0
158325,68.0
158334,22.0
158343,81.0
158352,1969.0
158431,6209.0
158440,128.0
158477,698.0
158538,39.0
158617,1187.0
158644,63.0
158662,12843.0
158723,336.0
158778,41.0
158787,87.0
158802,1300.0
158884,1390.0
159009,4191.0
159027,76.0
159197,798.0
159319,33.0
159328,70.0
159373,857.0
159382,1696.0
159391,23306.0
159407,1739.0
159416,2891.0
159443,2378.0
159513,221.0
159522,192.0
159531,60.0
159568,1070.0
159601,46.0
159647,7530.0
159656,3258.0
159717,6942.0
159939,6594.0
159948,595.0
159966,5492.0
159993,5873.0
160010,1737.0
160029,0.0
160038,7008.0
160065,730.0
160074,1210.0
160117,60.0
160126,29.0
160135,40.0
160199,83.0
160320,1431.0
160409,83.0
160445,153.0
160472,48.0
160481,1558.0
160524,566.0
160579,2160.0
160597,103.0
160612,11825.0
160621,5113.0
160630,976.0
160649,2277.0
160658,13352.0
160667,1673.0
160755,8390.0
160904,2382.0
160913,1563.0
160940,1524.0
160959,314.0
160977,1746.0
160995,487.0
161004,1809.0
161022,166.0
161077,1922.0
161086,1955.0
161138,1718.0
161165,2149.0
161192,1466.0
161208,71.0
161217,3204.0
161226,1968.0
161235,835.0
161244,613.0
161253,7892.0
161299,991.0
161341,1020.0
161457,2808.0
161484,739.0
161493,365.0
161509,346.0
161518,1389.0
161527,222.0
161545,4666.0
161554,5407.0
161563,812.0
161572,550.0
161581,340.0
161615,51.0
161651,81.0
161688,2407.0
161767,10501.0
161776,511.0
161800,145.0
161855,130.0
161864,3560.0
161873,2493.0
162007,3848.0
162061,384.0
162104,1558.0
162122,5775.0
162168,1549.0
162210,1026.0
162283,2648.0
162335,89.0
162371,545.0
162557,4288.0
162584,4407.0
162609,680.0
162654,1441.0
162681,1250.0
162690,3220.0
162706,4530.0
162760,1313.0
162779,6528.0
162830,63.0
162928,6708.0
162982,96.0
163028,725.0
163046,3932.0
163107,44.0
163204,17160.0
163259,668.0
163268,9738.0
163286,26275.0
163295,1934.0
163338,3658.0
163347,1389.0
163408,117.0
163426,17999.0
163453,6227.0
163462,1849.0
163532,356.0
163541,404.0
163578,957.0
163657,8537.0
163736,1011.0
163754,102.0
163815,128.0
163851,7923.0
163912,1922.0
163921,1326.0
163976,506.0
164058,686.0
164076,17360.0
164085,0.0
164100,206.0
164155,5681.0
164173,3542.0
164216,1626.0
164270,1729.0
164313,2256.0
164368,0.0
164438,599.0
164447,1643.0
164465,1961.0
164474,0.0
164492,925.0
164535,54.0
164562,2169.0
164580,2144.0
164599,33.0
164614,76.0
164632,1384.0
164641,1009.0
164678,209.0
164720,1590.0
164739,4145.0
164748,4618.0
164775,1483.0
164845,258.0
164872,354.0
164915,0.0
164924,9480.0
164933,318.0
164988,21070.0
165015,4110.0
165024,8770.0
165033,5707.0
165060,191.0
165112,8814.0
165167,751.0
165194,2491.0
165255,257.0
165264,554.0
165334,2470.0
165495,0.0
165529,2550.0
165556,251.0
165574,1124.0
165608,84.0
165635,400.0
165644,1175.0
165662,3959.0
165671,2116.0
165699,2528.0
165705,0.0
165750,95.0
165802,1601.0
165820,3622.0
165866,4331.0
165884,559.0
165936,1629.0
165945,0.0
165981,1463.0
166009,65.0
166018,1430.0
166027,9504.0
166045,4.0
166054,91.0
166063,45.0
166124,3125.0
166133,4911.0
166276,286.0
166294,82.0
166319,40.0
166328,44.0
166391,1633.0
166407,141.0
166452,1637.0
166489,46.0
166498,135.0
166513,10499.0
166586,32.0
166595,51.0
166601,245.0
166629,22524.0
166638,10329.0
166647,3636.0
166656,3675.0
166674,1785.0
166683,4488.0
166692,1594.0
166708,0.0
166717,0.0
166805,61.0
166823,5442.0
166850,2478.0
166869,490.0
166887,6040.0
166911,391.0
166939,2377.0
166948,1306.0
166957,3143.0
166975,89.0
166984,471.0
167020,517.0
167039,30.0
167057,409.0
167093,0.0
167181,0.0
167215,0.0
167224,90.0
167251,924.0
167260,1195.0
167288,1493.0
167297,153.0
167312,5195.0
167321,1196.0
167358,18155.0
167376,4737.0
167394,1123.0
167455,310.0
167464,0.0
167525,3064.0
167534,5877.0
167543,249.0
167598,1030.0
167631,1765.0
167677,38.0
167729,6870.0
167738,375.0
167783,1835.0
167792,360.0
167835,2704.0
167871,130.0
167899,2240.0
167905,4750.0
167987,6783.0
167996,2563.0
168005,5798.0
168032,56.0
168148,4703.0
168218,2658.0
168227,4252.0
168254,2581.0
168263,5088.0
168281,1638.0
168290,1001.0
168342,2074.0
168421,3231.0
168430,4686.0
168528,1695.0
168546,1420.0
168555,64.0
168573,438.0
168591,1387.0
168607,1317.0
168740,1831.0
168786,1866.0
168838,2073.0
168847,3853.0
168883,1503.0
168892,77.0
169071,30.0
169080,4047.0
169099,0.0
169187,222.0
169220,0.0
169248,18746.0
169275,7394.0
169284,406.0
169327,358.0
169363,466.0
169424,0.0
169442,1175.0
169479,5810.0
169503,278.0
169521,7480.0
169576,108.0
169628,0.0
169655,1242.0
169716,2590.0
169734,253.0
169761,222.0
169798,15871.0
169910,10929.0
169947,79.0
169974,956.0
169983,1625.0
169992,832.0
170000,371.0
170037,2079.0
170046,874.0
170055,11296.0
170082,19755.0
170091,145.0
