Institution ID,Number of full-time undergraduates
170240,12610.0
170301,3535.0
170417,360.0
170444,4258.0
170514,134.0
170532,1446.0
170541,7369.0
170550,4078.0
170587,1133.0
170611,230.0
170620,2341.0
170639,2235.0
170657,12822.0
170675,1847.0
170736,70.0
170790,15669.0
170806,2516.0
170842,811.0
170967,893.0
170976,27881.0
171012,242.0
171100,35802.0
171128,5171.0
171137,5890.0
171146,5610.0
171155,3653.0
171225,2553.0
171234,1257.0
171261,113.0
171298,3282.0
171304,3310.0
171313,675.0
171322,1279.0
171395,1524.0
171456,7912.0
171465,63.0
171483,3276.0
171492,2552.0
171535,18956.0
171571,14268.0
171599,1034.0
171775,113.0
171881,279.0
171988,296.0
171997,570.0
172015,713.0
172033,113.0
172051,8153.0
172200,10867.0
172264,1793.0
172291,3057.0
172307,1834.0
172325,970.0
172334,2617.0
172422,318.0
172440,526.0
172477,0.0
172495,273.0
172608,747.0
172617,8452.0
172635,10554.0
172644,15500.0
172671,984.0
172699,17592.0
172705,0.0
172802,68.0
172866,124.0
172918,2324.0
172927,178.0
172954,1602.0
172963,5918.0
173045,2306.0
173063,2321.0
173115,783.0
173124,4160.0
173142,617.0
173160,3415.0
173179,0.0
173203,3371.0
173258,1996.0
173300,2749.0
173328,1624.0
173416,2478.0
173452,847.0
173461,3768.0
173470,46.0
173489,194.0
173559,4863.0
173629,886.0
173638,2225.0
173647,2496.0
173665,2334.0
173683,1.0
173708,4515.0
173726,49.0
173735,1129.0
173744,637.0
173799,4049.0
173805,1028.0
173887,1385.0
173896,0.0
173902,2038.0
173911,2726.0
173920,12671.0
173939,164.0
173957,0.0
173966,84.0
173984,927.0
173993,1086.0
174020,5620.0
174066,35185.0
174075,1934.0
174118,167.0
174127,635.0
174136,6726.0
174154,412.0
174190,165.0
174206,138.0
174233,9848.0
174251,1852.0
174279,979.0
174321,145.0
174358,5740.0
174376,4943.0
174385,358.0
174394,457.0
174428,7048.0
174437,1281.0
174473,2717.0
174482,38.0
174491,2549.0
174507,108.0
174525,71.0
174534,133.0
174570,667.0
174604,318.0
174738,4444.0
174747,2025.0
174756,3493.0
174765,114.0
174783,11667.0
174792,1847.0
174817,1702.0
174844,3144.0
174862,951.0
174899,3018.0
174914,6546.0
174978,142.0
175005,2923.0
175014,4575.0
175041,4778.0
175078,3418.0
175120,495.0
175139,0.0
175157,646.0
175227,995.0
175236,3288.0
175263,1701.0
175272,8088.0
175281,0.0
175315,7393.0
175342,2990.0
175421,2371.0
175430,504.0
175494,178.0
175519,2284.0
175528,623.0
175573,2532.0
175591,63.0
175607,54.0
175616,2276.0
175643,2380.0
175652,5180.0
175698,13.0
175722,45.0
175786,9115.0
175810,5352.0
175829,5489.0
175856,6193.0
175883,3942.0
175935,2750.0
175980,911.0
176008,2100.0
176017,15968.0
176026,572.0
176035,2409.0
176044,2032.0
176053,2832.0
176062,75.0
176071,8320.0
176080,15593.0
176169,3024.0
176178,6607.0
176239,3074.0
176318,945.0
176336,39.0
176354,1443.0
176372,12055.0
176390,196.0
176406,983.0
176451,0.0
176479,2395.0
176549,429.0
176600,0.0
176619,0.0
176628,1265.0
176637,633.0
176664,294.0
176716,127.0
176770,353.0
176789,204.0
176798,227.0
176910,305.0
176947,1102.0
176965,8560.0
176983,105.0
176992,19.0
177038,145.0
177056,98.0
177065,13383.0
177083,95.0
177092,0.0
177117,298.0
177126,0.0
177135,3675.0
177144,735.0
177214,3585.0
177250,2810.0
177278,0.0
177287,241.0
177302,1694.0
177339,1886.0
177418,1130.0
177427,0.0
177436,38.0
177472,10356.0
177542,1036.0
177551,1155.0
177579,652.0
177588,58.0
177603,117.0
177676,3975.0
177685,49.0
177719,884.0
177746,780.0
177816,40.0
177834,0.0
177870,14.0
177931,35.0
177940,2235.0
177968,7755.0
177977,1270.0
177986,98.0
177995,13191.0
178004,190.0
178059,2466.0
178077,159.0
178110,159.0
178183,95.0
178208,191.0
178217,2837.0
178226,599.0
178244,1999.0
178262,162.0
178305,644.0
178314,19.0
178341,4423.0
178350,90.0
178369,1496.0
178387,4452.0
178396,25094.0
178402,8292.0
178411,5273.0
178420,8375.0
178448,3977.0
178466,220.0
178484,339.0
178518,0.0
178527,42.0
178606,11.0
178615,5156.0
178624,5393.0
178679,645.0
178697,1514.0
178721,8620.0
178767,222.0
178828,71.0
178891,2134.0
178989,408.0
179043,1720.0
179052,203.0
179070,346.0
179159,9293.0
179195,58.0
179201,854.0
179229,40.0
179238,78.0
179256,202.0
179265,713.0
179308,18019.0
179317,0.0
179326,2318.0
179344,1484.0
179399,45.0
179450,286.0
179511,326.0
179539,3581.0
179548,721.0
179557,8943.0
179566,14239.0
179645,3360.0
179715,1268.0
179724,29.0
179742,0.0
179812,0.0
179867,7118.0
179894,3021.0
179919,463.0
179946,1122.0
179955,1076.0
179964,885.0
179991,51.0
180054,386.0
180063,63.0
180081,613.0
180090,107.0
180106,1408.0
180151,271.0
180160,171.0
180179,4001.0
180197,1781.0
180203,173.0
180212,278.0
180249,1398.0
180258,869.0
180276,1087.0
180328,298.0
180373,390.0
180391,51.0
180416,1769.0
180461,11903.0
180489,12466.0
180522,1087.0
180595,986.0
180647,733.0
180692,1388.0
180771,45.0
180814,4824.0
180832,752.0
180878,458.0
180902,4214.0
180948,1984.0
180957,227.0
180984,1334.0
181002,4411.0
181020,1141.0
181093,338.0
181127,1096.0
181136,44.0
181145,28.0
181190,455.0
181215,5221.0
181242,880.0
181297,717.0
181303,12236.0
181312,1870.0
181330,1092.0
181376,111.0
181394,10613.0
181400,1290.0
181419,111.0
181428,858.0
181446,1932.0
181464,17730.0
181491,3334.0
181534,1495.0
181543,30.0
181604,686.0
181640,8838.0
181738,719.0
181756,619.0
181765,300.0
181783,2766.0
181792,12.0
181817,1664.0
181853,429.0
181880,212.0
181941,965.0
182005,18996.0
182111,1081.0
182148,1214.0
182209,612.0
182281,18169.0
182290,13324.0
182306,1754.0
182397,352.0
182430,539.0
182458,538.0
182500,6919.0
182564,2338.0
182634,1430.0
182652,93.0
182661,684.0
182670,4255.0
182704,92.0
182722,126.0
182795,1815.0
182829,0.0
182865,2187.0
182892,50.0
182908,71.0
182953,112.0
182980,1053.0
182999,39.0
183026,11573.0
183035,22.0
183044,13825.0
183062,5010.0
183071,760.0
183080,4031.0
183099,2865.0
183105,575.0
183114,657.0
183123,884.0
183132,1708.0
183141,1401.0
183150,1203.0
183202,25.0
183211,1297.0
183239,2059.0
183248,144.0
183257,1531.0
183275,97.0
183488,856.0
183600,31.0
183655,5392.0
183725,806.0
183743,11826.0
183789,2938.0
183804,2566.0
183822,1953.0
183859,10879.0
183877,7928.0
183910,1320.0
183938,9901.0
183974,1814.0
183983,159.0
184047,411.0
184056,644.0
184092,710.0
184135,1012.0
184144,115.0
184153,82.0
184180,6427.0
184205,2898.0
184278,188.0
184320,950.0
184348,1750.0
184357,30.0
184427,283.0
184481,9595.0
184506,130.0
184603,3879.0
184612,1568.0
184694,2312.0
184746,276.0
184773,1352.0
184782,9639.0
184791,5490.0
184816,117.0
184870,530.0
184959,1046.0
184968,162.0
184995,6659.0
185129,5702.0
185174,89.0
185262,11076.0
185332,651.0
185396,1188.0
185466,319.0
185509,5728.0
185536,9849.0
185572,4820.0
185590,13857.0
185624,55.0
185651,58.0
185679,220.0
185721,747.0
185730,77.0
185758,0.0
185767,183.0
185828,8038.0
185873,7471.0
185916,130.0
185970,189.0
186016,327.0
186034,6351.0
186052,817.0
186122,0.0
186131,5341.0
186186,231.0
186201,5753.0
186274,209.0
186283,4213.0
186335,100.0
186371,4322.0
186380,33056.0
186399,7292.0
186405,16.0
186423,57.0
186432,2133.0
186469,1014.0
186584,5418.0
186593,176.0
186618,741.0
186645,5735.0
186867,2694.0
186876,7880.0
186900,78.0
187000,364.0
187046,4449.0
187134,7020.0
187161,1274.0
187198,9148.0
187222,923.0
187444,9370.0
187505,1265.0
187532,19398.0
187596,1364.0
187602,143.0
187620,5640.0
187639,1715.0
187648,3694.0
187666,2212.0
187745,251.0
187897,1934.0
187903,1753.0
187912,532.0
187958,1878.0
187967,1439.0
187976,365.0
187985,19337.0
187994,1767.0
188003,1011.0
188021,618.0
188030,12364.0
188049,1493.0
188058,1208.0
188100,5112.0
188137,3047.0
188146,570.0
188182,270.0
188207,0.0
188216,537.0
188225,967.0
188261,609.0
188289,82.0
188304,2002.0
188340,1769.0
188429,4765.0
188438,2826.0
188465,810.0
188517,839.0
188526,1067.0
188535,0.0
188580,0.0
188641,1949.0
188650,768.0
188669,96.0
188678,220.0
188687,347.0
188696,184.0
188854,1643.0
188890,1401.0
188915,62.0
188942,110.0
188988,281.0
189015,0.0
189088,2820.0
189097,2425.0
189219,267.0
189228,5189.0
189264,60.0
189273,39.0
189282,210.0
189404,190.0
189413,753.0
189422,1070.0
189459,2134.0
189468,132.0
189477,152.0
189501,0.0
189547,4969.0
189556,503.0
189565,481.0
189574,865.0
189583,985.0
189592,497.0
189653,53.0
189705,3036.0
189714,274.0
189811,705.0
189839,3141.0
189848,1093.0
189857,645.0
189954,63.0
189981,0.0
190008,83.0
190044,3057.0
190053,1485.0
190071,51.0
190080,0.0
190099,2859.0
190114,1145.0
190150,8214.0
190169,1382.0
190239,218.0
190248,816.0
190293,132.0
190309,50.0
190318,348.0
190372,895.0
190415,14768.0
190424,0.0
190442,3036.0
190451,255.0
190503,4517.0
190512,12741.0
190521,19551.0
190530,8313.0
190549,11157.0
190558,11120.0
190567,10578.0
190576,728.0
190585,4764.0
190594,13860.0
190600,10903.0
190619,13402.0
190628,14398.0
190637,7273.0
190646,5096.0
190655,12303.0
190664,13533.0
190673,11931.0
190682,0.0
190691,6274.0
190707,38.0
190716,1929.0
190725,1862.0
190752,65.0
190761,1486.0
190770,1894.0
190840,6554.0
190956,98.0
190974,326.0
190983,1406.0
191083,11035.0
191126,8896.0
191199,4732.0
191205,849.0
191241,8348.0
191287,350.0
191302,2043.0
191311,304.0
191320,0.0
191339,4290.0
191515,1855.0
191533,1545.0
191597,317.0
191612,2774.0
191621,945.0
191630,2464.0
191649,7191.0
191676,1147.0
191719,9346.0
191728,891.0
191764,75.0
191834,447.0
191931,3094.0
191940,47.0
191959,116.0
191968,6287.0
191986,3384.0
192004,301.0
192022,2886.0
192040,202.0
192110,644.0
192156,447.0
192165,113.0
192192,1594.0
192271,1577.0
192323,2540.0
192439,4590.0
192448,5092.0
192484,144.0
192509,633.0
192554,0.0
192563,33.0
192624,157.0
192688,1190.0
192703,3240.0
192712,376.0
192749,1822.0
192785,613.0
192800,34.0
192819,5017.0
192828,37.0
192864,1721.0
192925,1617.0
192961,68.0
192970,20.0
193016,5991.0
193052,188.0
193061,33.0
193070,61.0
193122,151.0
193186,90.0
193201,854.0
193247,161.0
193265,101.0
193283,5693.0
193292,3352.0
193308,9572.0
193326,14295.0
193353,1915.0
193380,82.0
193399,1592.0
193405,0.0
193478,18552.0
193584,2001.0
193609,69.0
193645,3077.0
193654,6809.0
193672,76.0
193751,0.0
193760,826.0
193788,660.0
193821,0.0
193830,0.0
193858,260.0
193894,0.0
193900,24498.0
193946,4757.0
193973,2969.0
193991,55.0
194028,1217.0
194073,0.0
194091,4226.0
194116,270.0
194161,1791.0
194189,116.0
194222,8920.0
194240,4742.0
194259,59.0
194310,8179.0
194392,1074.0
194435,111.0
194499,1106.0
194541,2153.0
194569,235.0
194578,3430.0
194611,1209.0
194657,156.0
194666,270.0
194675,31.0
194693,45.0
194718,23.0
194736,98.0
194763,293.0
194824,5702.0
194879,182.0
194958,1230.0
194967,770.0
195003,12330.0
195030,6634.0
195049,0.0
195058,6026.0
195067,749.0
195128,1519.0
195155,0.0
195164,1879.0
195173,2644.0
195191,217.0
195216,2364.0
195234,2803.0
195243,1196.0
195289,68.0
195304,1359.0
195322,3676.0
195438,158.0
195474,3089.0
195492,57.0
195526,2742.0
195544,4202.0
195580,0.0
195623,22.0
195687,137.0
195702,25.0
195720,2824.0
195784,997.0
195793,29.0
195809,12603.0
195845,563.0
195933,618.0
195988,1258.0
196006,3483.0
196015,3411.0
196024,2911.0
196033,2455.0
196042,6956.0
196051,2823.0
196060,12474.0
196079,13102.0
196088,20722.0
196097,16568.0
196103,1678.0
196112,1501.0
196121,6765.0
196130,9281.0
196149,6421.0
196158,5319.0
196167,5370.0
196176,6641.0
196185,5945.0
196194,7100.0
196200,3963.0
196219,4299.0
196228,0.0
196237,3945.0
196246,5546.0
196255,379.0
196264,8993.0
196291,2004.0
196307,275.0
196389,500.0
196413,16852.0
196431,283.0
196440,18.0
196468,0.0
196477,4338.0
196565,3884.0
196583,180.0
196592,6745.0
196653,1082.0
196680,18941.0
196699,2207.0
196857,1523.0
196866,2227.0
196884,0.0
197018,1272.0
197027,1427.0
197036,4622.0
197045,2388.0
197081,367.0
197133,2469.0
197142,352.0
197151,3516.0
197197,1726.0
197221,93.0
197230,488.0
197285,1066.0
197294,10278.0
197337,104.0
197522,631.0
197531,497.0
197601,119.0
197610,198.0
197647,100.0
197674,231.0
197692,70.0
197708,2606.0
197735,450.0
197744,197.0
197814,1970.0
197832,1242.0
197850,1782.0
197869,15858.0
197887,6992.0
197911,1014.0
197966,1512.0
197984,1535.0
197993,703.0
198011,1186.0
198039,1931.0
198066,626.0
198075,244.0
198084,1227.0
198109,356.0
198118,3636.0
198136,4484.0
198154,8372.0
198190,79.0
198206,1431.0
198215,1176.0
198233,3785.0
198242,265.0
198251,3675.0
198260,15889.0
198303,1261.0
198321,2541.0
198330,4502.0
198367,2712.0
198376,3581.0
198385,1932.0
198419,8241.0
198455,3515.0
198464,20348.0
198491,2058.0
198507,2727.0
198516,5205.0
198525,36.0
198534,10114.0
198543,4714.0
198552,7190.0
198561,2546.0
198570,4385.0
198598,951.0
198613,2211.0
198622,13068.0
198640,1425.0
198668,1834.0
198677,38.0
198695,4115.0
198710,2165.0
198729,1271.0
198747,258.0
198756,1668.0
198774,3657.0
198808,813.0
198817,2555.0
198835,1507.0
198844,159.0
198862,1134.0
198871,680.0
198899,1336.0
198905,498.0
198914,927.0
198923,1079.0
198941,133.0
198950,1699.0
198969,2046.0
198978,2395.0
198987,2458.0
198996,37.0
199005,24.0
199014,44.0
199023,675.0
199032,770.0
199069,3097.0
199078,89.0
199087,2520.0
199102,8578.0
199111,3292.0
199120,18306.0
199139,19592.0
199148,13800.0
199157,6321.0
199184,821.0
199193,24073.0
199209,1189.0
199218,12218.0
199263,430.0
199272,769.0
199281,5048.0
199306,938.0
199315,222.0
199324,1346.0
199333,7026.0
199412,1726.0
199421,2528.0
199449,2106.0
199458,167.0
199467,647.0
199476,2322.0
199485,1557.0
199494,5749.0
199582,1471.0
199607,965.0
199625,876.0
199634,3434.0
199643,1863.0
199689,187.0
199698,453.0
199713,135.0
199722,1424.0
199731,1926.0
199740,2307.0
199759,340.0
199768,2686.0
199786,3614.0
199795,1135.0
199838,3232.0
199847,4600.0
199856,16265.0
199865,874.0
199883,126.0
199892,3174.0
199908,2205.0
199926,2292.0
199953,1682.0
199962,1716.0
199971,41.0
199980,80.0
199999,5048.0
200004,7559.0
200013,879.0
200022,3015.0
200059,1411.0
200086,170.0
200110,86.0
200129,43.0
200156,958.0
200165,135.0
200192,1075.0
200208,201.0
200217,1962.0
200226,809.0
200244,112.0
200253,2660.0
200262,9.0
200280,10831.0
200305,2318.0
200314,470.0
200332,11236.0
200341,562.0
200387,110.0
200466,222.0
200484,209.0
200527,507.0
200554,536.0
200572,974.0
200590,278.0
200624,31.0
200633,227.0
200697,0.0
200785,466.0
200800,18964.0
200828,33.0
200846,1400.0
200873,33.0
201016,303.0
201034,335.0
201061,190.0
201098,103.0
201104,2970.0
201131,159.0
201140,37.0
201159,297.0
201177,288.0
201195,3225.0
201283,1400.0
201371,950.0
201399,560.0
201432,1681.0
201441,14455.0
201469,869.0
201478,91.0
201496,269.0
201539,113.0
201548,2800.0
201584,39.0
201609,27.0
201618,26.0
201627,47.0
201645,4547.0
201654,3340.0
201672,2995.0
201681,155.0
201690,2077.0
201751,345.0
201803,187.0
201821,394.0
201858,545.0
201867,102.0
201885,21242.0
201928,8757.0
201946,2722.0
201955,3699.0
201964,2275.0
201973,3689.0
201982,66.0
202046,562.0
202055,332.0
202073,253.0
202134,10602.0
202152,357.0
202161,797.0
202170,1251.0
202189,198.0
202222,22814.0
202356,20271.0
202435,264.0
202453,73.0
202480,7956.0
202514,898.0
202523,2268.0
202639,112.0
202648,2049.0
202657,240.0
202684,718.0
202736,89.0
202763,3055.0
202806,3068.0
202888,42.0
202903,228.0
202912,230.0
202949,299.0
202985,106.0
203030,172.0
203067,0.0
203085,1079.0
203128,1255.0
203146,402.0
203155,4146.0
203225,339.0
203234,269.0
203289,72.0
203313,357.0
203331,1841.0
203368,2996.0
203386,1684.0
203438,242.0
203447,1478.0
203456,690.0
203465,3239.0
203474,1816.0
203483,1572.0
203492,1211.0
203517,20602.0
203526,1308.0
203535,1830.0
203544,756.0
203580,987.0
203599,6170.0
203614,333.0
203678,2689.0
203720,498.0
203739,374.0
203748,7690.0
203757,1462.0
203775,1801.0
203845,1491.0
203881,1752.0
203942,63.0
203960,891.0
203997,0.0
204006,2906.0
204015,1643.0
204024,15850.0
204060,247.0
204121,37.0
204158,207.0
204176,1070.0
204185,2210.0
204194,1596.0
204200,1547.0
204255,2200.0
204264,1633.0
204307,740.0
204316,599.0
204334,81.0
204422,1805.0
204431,35.0
204440,2406.0
204459,167.0
204468,1485.0
204477,0.0
204486,4210.0
204501,2915.0
204592,92.0
204608,671.0
204617,1617.0
204626,724.0
204635,2451.0
204662,562.0
204671,967.0
204680,1086.0
204699,1049.0
204705,1996.0
204714,252.0
204723,162.0
204769,86.0
204778,133.0
204796,42232.0
204802,670.0
204820,1801.0
204839,1587.0
204848,1869.0
204857,21755.0
204866,1529.0
204884,219.0
204893,135.0
204909,1841.0
204936,2640.0
204945,9416.0
204963,140.0
204981,99.0
204990,0.0
205027,125.0
205054,490.0
205090,91.0
205124,68.0
205142,195.0
205179,4527.0
205203,1862.0
205391,105.0
205443,4070.0
205470,13779.0
205513,115.0
205522,139.0
205531,120.0
205559,66.0
205568,132.0
205610,1089.0
205647,770.0
205708,272.0
205726,188.0
205841,7707.0
205887,696.0
205957,2095.0
205966,2418.0
206002,92.0
206011,2119.0
206039,62.0
206048,4127.0
206084,15399.0
206093,464.0
206154,43.0
206172,137.0
206181,130.0
206215,0.0
206224,222.0
206279,1125.0
206288,0.0
206321,551.0
206330,1020.0
206349,730.0
206358,39.0
206394,167.0
206419,111.0
206428,48.0
206437,2157.0
206446,1346.0
206482,367.0
206491,507.0
206507,1202.0
206516,0.0
206525,1972.0
206589,2020.0
206604,12000.0
206613,859.0
206622,4583.0
206631,485.0
206695,10770.0
206783,20.0
206817,988.0
206835,959.0
206862,1618.0
206880,110.0
206905,77.0
206914,4352.0
206923,2041.0
206932,85.0
206941,12520.0
206969,25.0
206996,1773.0
207041,3370.0
207050,1415.0
207069,1466.0
207087,63.0
207102,102.0
207157,187.0
207166,12.0
207209,1753.0
207236,1807.0
207254,1208.0
207263,6192.0
207272,65.0
207281,3414.0
207290,2075.0
207306,1696.0
207315,0.0
207324,1821.0
207342,1026.0
207351,1365.0
207388,18433.0
207397,4784.0
207403,1781.0
207449,8904.0
207458,2012.0
207500,18770.0
207537,40.0
207564,3243.0
207582,2919.0
207607,365.0
207625,390.0
207661,3482.0
207670,4896.0
207689,539.0
207704,124.0
207722,974.0
207740,1408.0
207786,31.0
207847,3094.0
207856,333.0
207865,3758.0
207935,12480.0
207962,1019.0
207971,3183.0
208017,49.0
208026,224.0
208035,2054.0
208044,53.0
208053,202.0
208080,66.0
208123,55.0
208187,116.0
208239,1347.0
208248,182.0
208275,1778.0
208318,6571.0
208390,10746.0
208406,4261.0
208415,754.0
208433,96.0
208479,605.0
208488,1297.0
208512,408.0
208637,134.0
208646,2925.0
208655,180.0
208725,173.0
208822,2165.0
208859,40.0
208965,644.0
209038,6373.0
209056,2245.0
209065,1679.0
209074,4511.0
209083,146.0
209108,497.0
209153,67.0
209205,235.0
209241,41.0
209250,11847.0
209287,458.0
209296,0.0
209348,32.0
209409,446.0
209490,592.0
209506,2878.0
209533,141.0
209542,19976.0
209551,20191.0
209603,387.0
209612,1650.0
209667,47.0
209676,107.0
209694,51.0
209700,177.0
209719,52.0
209746,23600.0
209807,17428.0
209825,3647.0
209922,1420.0
209940,3600.0
209986,48.0
210076,2194.0
210100,127.0
210146,4181.0
210155,1587.0
210234,2055.0
210270,1774.0
210304,483.0
210331,850.0
210340,151.0
210359,322.0
210368,0.0
210401,2016.0
210429,4701.0
210438,59.0
210456,270.0
210474,80.0
210483,395.0
210492,251.0
210508,0.0
210571,2273.0
210599,764.0
210605,13486.0
210669,2064.0
210711,98.0
210739,2337.0
210748,98.0
210775,2102.0
210784,188.0
210809,0.0
210890,173.0
210906,607.0
210942,2432.0
210951,249.0
210960,1840.0
211006,524.0
211024,617.0
211079,1872.0
211088,2418.0
211130,0.0
211149,172.0
211158,8869.0
211200,517.0
211273,1242.0
211291,3611.0
211307,6898.0
211316,55.0
211334,78.0
211343,2518.0
211352,1370.0
211361,6140.0
211370,0.0
211398,232.0
211431,1304.0
211440,6063.0
211468,1109.0
211477,1409.0
211556,835.0
211583,1403.0
211608,1206.0
211617,1268.0
211635,221.0
211644,5073.0
211750,308.0
211802,237.0
211820,118.0
211893,142.0
211909,167.0
211927,8419.0
211981,1862.0
212009,2505.0
212018,0.0
212045,401.0
212054,17712.0
212072,193.0
212090,725.0
212106,6380.0
212115,5774.0
212133,2353.0
212160,5676.0
212197,1919.0
212212,55.0
212230,52.0
212267,145.0
212276,113.0
212285,67.0
212294,60.0
212300,63.0
212328,142.0
212337,156.0
212355,218.0
212373,87.0
212382,175.0
212391,149.0
212425,253.0
212434,427.0
212443,0.0
212452,26.0
212568,235.0
212577,2585.0
212601,2862.0
212656,1674.0
212674,2772.0
212683,84.0
212708,151.0
212753,237.0
212771,35.0
212805,2560.0
212832,1887.0
212869,1151.0
212878,13276.0
212911,1258.0
212975,386.0
212984,1763.0
212993,98.0
213002,988.0
213011,2734.0
213020,12933.0
213057,336.0
213163,92.0
213181,540.0
213215,118.0
213233,456.0
213251,1577.0
213303,1809.0
213312,461.0
213321,2090.0
213330,41.0
213349,8647.0
213358,1239.0
213367,4199.0
213376,1382.0
213385,2562.0
213400,965.0
213446,0.0
213455,111.0
213473,339.0
213491,85.0
213507,1691.0
213525,4391.0
213534,1162.0
213543,5306.0
213552,110.0
213570,571.0
213589,389.0
213598,1649.0
213613,4772.0
213622,187.0
213631,0.0
213640,0.0
213659,4724.0
213668,1411.0
213686,81.0
213774,699.0
213783,2679.0
213826,2211.0
213914,467.0
213932,127.0
213987,2669.0
213996,2883.0
214023,106.0
214041,7048.0
214069,2240.0
214111,8723.0
214148,455.0
214157,1642.0
214166,1559.0
214175,2792.0
214254,1315.0
214272,2382.0
214290,640.0
214315,111.0
214379,7195.0
214476,69.0
214528,722.0
214546,41.0
214564,0.0
214582,976.0
214591,3962.0
214607,0.0
214616,0.0
214625,641.0
214634,451.0
214643,591.0
214652,1066.0
214670,802.0
214689,3656.0
214698,684.0
214704,2584.0
214713,3265.0
214731,1401.0
214740,593.0
214759,791.0
214768,1026.0
214777,40269.0
214786,618.0
214795,922.0
214801,3143.0
214810,774.0
214829,930.0
214838,252.0
214883,1362.0
214892,462.0
214944,564.0
214962,79.0
214971,203.0
215008,140.0
215026,26.0
215044,172.0
215053,228.0
215062,10980.0
215099,2900.0
215105,1973.0
215114,895.0
215123,0.0
215132,2056.0
215239,15116.0
215266,1433.0
215275,1674.0
215284,2815.0
215293,18565.0
215309,338.0
215336,50.0
215381,514.0
215390,272.0
215415,2805.0
215424,0.0
215433,397.0
215442,3027.0
215479,92.0
215530,58.0
215585,3066.0
215594,362.0
215619,0.0
215628,1.0
215637,291.0
215646,828.0
215655,4149.0
215682,965.0
215691,486.0
215743,1972.0
215770,4709.0
215798,1610.0
215813,0.0
215886,151.0
215929,4267.0
215947,1723.0
215974,349.0
215983,54.0
215992,391.0
216010,6391.0
216038,7916.0
216047,76.0
216074,94.0
216083,575.0
216162,185.0
216223,69.0
216278,2495.0
216287,1580.0
216296,961.0
216311,122.0
216339,26202.0
216348,0.0
216357,1019.0
216366,1002.0
216418,1439.0
216427,132.0
216436,447.0
216445,266.0
216454,267.0
216463,0.0
216524,1673.0
216542,819.0
216551,247.0
216579,184.0
216597,7588.0
216630,156.0
216649,22.0
216667,1424.0
216694,1633.0
216746,77.0
216764,13049.0
216773,76.0
216782,665.0
216807,1543.0
216816,0.0
216825,4669.0
216852,3026.0
216931,2323.0
216986,83.0
217013,509.0
217040,55.0
217059,4963.0
217077,2212.0
217086,176.0
217095,171.0
217156,6447.0
217165,3215.0
217235,10090.0
217244,864.0
217305,3126.0
217323,392.0
217350,53.0
217402,3927.0
217420,6422.0
217475,10500.0
217484,13047.0
217493,1973.0
217518,4107.0
217536,2012.0
217572,119.0
217581,108.0
217606,323.0
217615,2107.0
217624,681.0
217633,2291.0
217688,2777.0
217712,1649.0
217721,3039.0
217749,2985.0
217776,1163.0
217794,122.0
217819,10248.0
217828,128.0
217837,938.0
217864,3105.0
217873,1910.0
217882,16791.0
217891,143.0
217907,1114.0
217925,560.0
217934,1019.0
217961,753.0
217989,2050.0
217998,541.0
218025,4468.0
218043,142.0
218061,3398.0
218070,2865.0
218089,159.0
218113,9859.0
218140,5772.0
218159,108.0
218195,111.0
218229,2798.0
218238,2736.0
218265,0.0
218335,278.0
218353,8916.0
218399,944.0
218414,1072.0
218441,2215.0
218487,2113.0
218520,4831.0
218539,1178.0
218645,2743.0
218654,1575.0
218663,23165.0
218672,1226.0
218681,770.0
218690,695.0
218706,351.0
218724,8432.0
218733,3084.0
218742,4924.0
218751,0.0
218821,821.0
218830,4309.0
218858,3108.0
218867,33.0
218885,5174.0
218894,13125.0
218919,658.0
218955,498.0
218964,4806.0
218973,1750.0
218991,3572.0
219000,1815.0
219037,182.0
219046,2974.0
219055,227.0
219082,1765.0
219091,748.0
219125,133.0
219143,1795.0
219170,20.0
219189,1147.0
219198,793.0
219204,1469.0
219213,577.0
219240,0.0
219259,2004.0
219277,1005.0
219295,610.0
219338,25.0
219347,1892.0
219356,9649.0
219374,591.0
219383,1193.0
219392,52.0
219408,139.0
219426,2386.0
219453,221.0
219471,5889.0
219480,1023.0
219505,92.0
219578,419.0
219587,73.0
219596,226.0
219602,8013.0
219639,924.0
219709,5311.0
219718,4685.0
219790,1290.0
219806,1635.0
219824,6827.0
219833,1209.0
219842,0.0
219879,2500.0
219888,3383.0
219903,1529.0
219921,188.0
219949,1237.0
219976,2807.0
219994,544.0
220002,195.0
220057,2211.0
220075,10945.0
220118,351.0
220127,565.0
220136,0.0
220163,114.0
220181,535.0
220206,209.0
220215,1436.0
220251,290.0
220279,393.0
220312,239.0
220321,373.0
220394,231.0
220400,2958.0
220464,104.0
220473,789.0
220491,225.0
220516,2106.0
220552,892.0
220570,43.0
220598,1544.0
220604,1009.0
220613,4107.0
220631,1556.0
220640,411.0
220701,1045.0
220710,1143.0
220756,262.0
220765,647.0
220792,0.0
220808,326.0
220853,884.0
220862,14524.0
220871,0.0
220941,1380.0
220978,19577.0
220996,0.0
221014,915.0
221050,532.0
221096,2915.0
221102,506.0
221148,1815.0
221157,332.0
221184,6436.0
221236,282.0
221254,188.0
221281,342.0
221290,192.0
221333,342.0
221351,1958.0
221388,169.0
221397,4302.0
221430,247.0
221485,8043.0
221494,476.0
221519,1659.0
221582,218.0
221591,316.0
221607,218.0
221616,522.0
221625,656.0
221634,164.0
221643,7271.0
221661,2546.0
221670,0.0
221731,1138.0
221740,9199.0
221759,20256.0
221768,6728.0
